Junction ID,Security Control ID,NIST Control ID,DISA Control ID,CCI ID,Type
3062,PM-05-01,PM-5(1),PM-5 (1),CCI-004334,Policy
3063,PM-06-00,PM-6,PM-6,CCI-004335,Policy
3064,PM-06-00,PM-6,PM-6,CCI-004336,Policy
3065,PM-06-00,PM-6,PM-6,CCI-004337,Policy
3066,PM-07-00,PM-7,PM-7,CCI-004338,Policy
3067,PM-07-00,PM-7,PM-7,CCI-004339,Policy
3068,PM-07-00,PM-7,PM-7,CCI-004340,Policy
3069,PM-07-01,PM-7(1),PM-7 (1),CCI-004341,Policy
3070,PM-07-01,PM-7(1),PM-7 (1),CCI-004342,Policy
3071,PM-08-00,PM-8,PM-8,CCI-004343,Policy
3072,PM-08-00,PM-8,PM-8,CCI-004344,Policy
3073,PM-09-00,PM-9,PM-9 a 2,CCI-004345,Policy
3074,PM-10-00,PM-10,PM-10 a,CCI-004346,Policy
3075,PM-10-00,PM-10,PM-10 a,CCI-004347,Policy
3076,PM-11-00,PM-11,PM-11 a,CCI-004348,Policy
3077,PM-11-00,PM-11,PM-11 b,CCI-004349,Policy
3078,PM-11-00,PM-11,PM-11 c,CCI-004350,Policy
3079,PM-11-00,PM-11,PM-11 c,CCI-004351,Policy
3080,PM-13-00,PM-13,PM-13,CCI-004352,Policy
3081,PM-14-00,PM-14,PM-14 a 1,CCI-004353,Policy
3082,PM-14-00,PM-14,PM-14 a 1,CCI-004354,Policy
3083,PM-14-00,PM-14,PM-14 a 1,CCI-004355,Policy
3084,PM-14-00,PM-14,PM-14 a 1,CCI-004356,Policy
3085,PM-14-00,PM-14,PM-14 a 1,CCI-004357,Policy
3086,PM-14-00,PM-14,PM-14 a 1,CCI-004358,Policy
3087,PM-14-00,PM-14,PM-14 a 2,CCI-004359,Policy
3088,PM-14-00,PM-14,PM-14 a 2,CCI-004360,Policy
3089,PM-14-00,PM-14,PM-14 a 2,CCI-004361,Policy
3090,PM-15-00,PM-15,PM-15 a,CCI-004362,Policy
3091,PM-15-00,PM-15,PM-15 b,CCI-004363,Policy
3092,PM-15-00,PM-15,PM-15 c,CCI-004364,Policy
3093,PM-16-01,PM-16(1),PM-16 (1),CCI-004365,Policy
3094,PM-17-00,PM-17,PM-17 a,CCI-004366,Policy
3095,PM-17-00,PM-17,PM-17 a,CCI-004367,Policy
3096,PM-17-00,PM-17,PM-17 b,CCI-004368,Policy
3097,PM-17-00,PM-17,PM-17 b,CCI-004369,Policy
3098,PM-17-00,PM-17,PM-17 b,CCI-004370,Policy
3099,PM-17-00,PM-17,PM-17 b,CCI-004371,Policy
3100,PM-18-00,PM-18,PM-18 a,CCI-004372,Policy
3101,PM-18-00,PM-18,PM-18 a,CCI-004373,Policy
3102,PM-18-00,PM-18,PM-18 a 1,CCI-004374,Policy
3103,PM-18-00,PM-18,PM-18 a 1,CCI-004375,Policy
3104,PM-18-00,PM-18,PM-18 a 2,CCI-004376,Policy
3105,PM-18-00,PM-18,PM-18 a 2,CCI-004377,Policy
3106,PM-18-00,PM-18,PM-18 a 2,CCI-004378,Policy
3107,PM-18-00,PM-18,PM-18 a 2,CCI-004379,Policy
3108,PM-18-00,PM-18,PM-18 a 3,CCI-004380,Policy
3109,PM-18-00,PM-18,PM-18 a 3,CCI-004381,Policy
3110,PM-18-00,PM-18,PM-18 a 4,CCI-004382,Policy
3111,PM-18-00,PM-18,PM-18 a 4,CCI-004383,Policy
3112,PM-18-00,PM-18,PM-18 a 5,CCI-004384,Policy
3113,PM-18-00,PM-18,PM-18 a 5,CCI-004385,Policy
3114,PM-18-00,PM-18,PM-18 a 6,CCI-004386,Policy
3115,PM-18-00,PM-18,PM-18 a 6,CCI-004387,Policy
3116,PM-18-00,PM-18,PM-18 a 6,CCI-004388,Policy
3117,PM-18-00,PM-18,PM-18 b,CCI-004389,Policy
3118,PM-19-00,PM-19,PM-19,CCI-004390,Policy
3119,PM-19-00,PM-19,PM-19,CCI-004391,Policy
3120,PM-19-00,PM-19,PM-19,CCI-004392,Policy
3121,PM-19-00,PM-19,PM-19,CCI-004393,Policy
3122,PM-20-00,PM-20,PM-20,CCI-004394,Policy
3123,PM-20-00,PM-20,PM-20 a,CCI-004395,Policy
3124,PM-20-00,PM-20,PM-20 a,CCI-004396,Policy
3125,PM-20-00,PM-20,PM-20 b,CCI-004397,Policy
3126,PM-20-00,PM-20,PM-20 c,CCI-004398,Policy
3127,PM-20-01,PM-20(1),PM-20 (1) (a),CCI-004399,Policy
3128,PM-20-01,PM-20(1),PM-20 (1) (a),CCI-004400,Policy
3129,PM-20-01,PM-20(1),PM-20 (1) (b),CCI-004401,Policy
3130,PM-20-01,PM-20(1),PM-20 (1) (c),CCI-004402,Policy
3131,PM-20-01,PM-20(1),PM-20 (1) (c),CCI-004403,Policy
3132,PM-21-00,PM-21,PM-21 a,CCI-004404,Policy
3133,PM-21-00,PM-21,PM-21 a,CCI-004405,Policy
3134,PM-21-00,PM-21,PM-21 a 1,CCI-004406,Policy
3135,PM-21-00,PM-21,PM-21 a 1,CCI-004407,Policy
3136,PM-21-00,PM-21,PM-21 a 2,CCI-004408,Policy
3137,PM-21-00,PM-21,PM-21 a 2,CCI-004409,Policy
3138,PM-21-00,PM-21,PM-21 b,CCI-004410,Policy
3139,PM-21-00,PM-21,PM-21 c,CCI-004411,Policy
3140,PM-22-00,PM-22,PM-22 a,CCI-004412,Policy
3141,PM-22-00,PM-22,PM-22 a,CCI-004413,Policy
3142,PM-22-00,PM-22,PM-22 b,CCI-004414,Policy
3143,PM-22-00,PM-22,PM-22 b,CCI-004415,Policy
3144,PM-22-00,PM-22,PM-22 c,CCI-004416,Policy
3145,PM-22-00,PM-22,PM-22 c,CCI-004417,Policy
3146,PM-22-00,PM-22,PM-22 d,CCI-004418,Policy
3147,PM-22-00,PM-22,PM-22 d,CCI-004419,Policy
3148,PM-23-00,PM-23,PM-23,CCI-004420,Policy
3149,PM-23-00,PM-23,PM-23,CCI-004421,Policy
3150,PM-23-00,PM-23,PM-23,CCI-004422,Policy
3151,PM-24-00,PM-24,PM-24 a,CCI-004423,Policy
3152,PM-24-00,PM-24,PM-24 b,CCI-004424,Policy
3153,PM-25-00,PM-25,PM-25 a,CCI-004425,Policy
3154,PM-25-00,PM-25,PM-25 a,CCI-004426,Policy
3155,PM-25-00,PM-25,PM-25 a,CCI-004427,Policy
3156,PM-25-00,PM-25,PM-25 a,CCI-004428,Policy
3157,PM-25-00,PM-25,PM-25 b,CCI-004429,Policy
3158,PM-25-00,PM-25,PM-25 c,CCI-004430,Policy
3159,PM-25-00,PM-25,PM-25 d,CCI-004431,Policy
3160,PM-25-00,PM-25,PM-25 d,CCI-004432,Policy
3161,PM-25-00,PM-25,PM-25 d,CCI-004433,Policy
3162,PM-25-00,PM-25,PM-25 d,CCI-004434,Policy
3163,PM-26-00,PM-26,PM-26,CCI-004435,Policy
3164,PM-26-00,PM-26,PM-26,CCI-004436,Policy
3165,PM-26-00,PM-26,PM-26 a,CCI-004437,Policy
3166,PM-26-00,PM-26,PM-26 a,CCI-004438,Policy
3167,PM-26-00,PM-26,PM-26 b,CCI-004439,Policy
3168,PM-26-00,PM-26,PM-26 c,CCI-004440,Policy
3169,PM-26-00,PM-26,PM-26 c,CCI-004441,Policy
3170,PM-26-00,PM-26,PM-26 d,CCI-004442,Policy
3171,PM-26-00,PM-26,PM-26 d,CCI-004443,Policy
3172,PM-26-00,PM-26,PM-26 e,CCI-004444,Policy
3173,PM-26-00,PM-26,PM-26 e,CCI-004445,Policy
3174,PM-27-00,PM-27,PM-27,CCI-004446,Policy
3175,PM-27-00,PM-27,PM-27,CCI-004447,Policy
3176,PM-27-00,PM-27,PM-27 a 1,CCI-004448,Policy
3177,PM-27-00,PM-27,PM-27 a 2,CCI-004449,Policy
3178,PM-27-00,PM-27,PM-27 a 2,CCI-004450,Policy
3179,PM-27-00,PM-27,PM-27 a 2,CCI-004451,Policy
3180,PM-27-00,PM-27,PM-27 b,CCI-004452,Policy
3181,PM-27-00,PM-27,PM-27 b,CCI-004453,Policy
3182,PM-28-00,PM-28,PM-28 a 1,CCI-004454,Policy
3183,PM-28-00,PM-28,PM-28 a 2,CCI-004455,Policy
3184,PM-28-00,PM-28,PM-28 a 3,CCI-004456,Policy
3185,PM-28-00,PM-28,PM-28 a 4,CCI-004457,Policy
3186,PM-28-00,PM-28,PM-28 b,CCI-004458,Policy
3187,PM-28-00,PM-28,PM-28 b,CCI-004459,Policy
3188,PM-28-00,PM-28,PM-28 c,CCI-004460,Policy
3189,PM-28-00,PM-28,PM-28 c,CCI-004461,Policy
3190,PM-29-00,PM-29,PM-29 a,CCI-004462,Policy
3191,PM-29-00,PM-29,PM-29 a,CCI-004463,Policy
3192,PM-29-00,PM-29,PM-29 b,CCI-004464,Policy
3193,PM-29-00,PM-29,PM-29 b,CCI-004465,Policy
3194,PM-30-00,PM-30,PM-30 a,CCI-004466,Policy
3195,PM-30-00,PM-30,PM-30 a,CCI-004467,Policy
3196,PM-30-00,PM-30,PM-30 a,CCI-004468,Policy
3197,PM-30-00,PM-30,PM-30 a,CCI-004469,Policy
3198,PM-30-00,PM-30,PM-30 b,CCI-004470,Policy
3199,PM-30-00,PM-30,PM-30 c,CCI-004471,Policy
3200,PM-30-00,PM-30,PM-30 c,CCI-004472,Policy
3201,PM-31-00,PM-31,PM-31 a,CCI-004473,Policy
3202,PM-31-00,PM-31,PM-31 a,CCI-004474,Policy
3203,PM-31-00,PM-31,PM-31 a,CCI-004475,Policy
3204,PM-31-00,PM-31,PM-31 b,CCI-004476,Policy
3205,PM-31-00,PM-31,PM-31 b,CCI-004477,Policy
3206,PM-31-00,PM-31,PM-31 b,CCI-004478,Policy
3207,PM-31-00,PM-31,PM-31 b,CCI-004479,Policy
3208,PM-31-00,PM-31,PM-31 b,CCI-004480,Policy
3209,PM-31-00,PM-31,PM-31 b,CCI-004481,Policy
3210,PM-31-00,PM-31,PM-31 c,CCI-004482,Policy
3211,PM-31-00,PM-31,PM-31 c,CCI-004483,Policy
3212,PM-31-00,PM-31,PM-31 d,CCI-004484,Policy
3213,PM-31-00,PM-31,PM-31 d,CCI-004485,Policy
3214,PM-31-00,PM-31,PM-31 e,CCI-004486,Policy
3215,PM-31-00,PM-31,PM-31 e,CCI-004487,Policy
3216,PM-31-00,PM-31,PM-31 f,CCI-004488,Policy
3217,PM-31-00,PM-31,PM-31 f,CCI-004489,Policy
3218,PM-31-00,PM-31,PM-31 f,CCI-004490,Policy
3219,PM-31-00,PM-31,PM-31 f,CCI-004491,Policy
3220,PM-31-00,PM-31,PM-31 f,CCI-004492,Policy
3221,PM-31-00,PM-31,PM-31 f,CCI-004493,Policy
3222,PM-31-00,PM-31,PM-31 f,CCI-004494,Policy
3223,PM-31-00,PM-31,PM-31 f,CCI-004495,Policy
3224,PM-32-00,PM-32,PM-32,CCI-004496,Policy
3225,PM-32-00,PM-32,PM-32,CCI-004497,Policy
3226,PS-01-00,PS-1,PS-1 a 1 (b),CCI-004498,Policy
3227,PS-01-00,PS-1,PS-1 b,CCI-004499,Policy
3228,PS-01-00,PS-1,PS-1 b,CCI-004500,Policy
3229,PS-01-00,PS-1,PS-1 b,CCI-004501,Policy
3230,PS-01-00,PS-1,PS-1 b,CCI-004502,Policy
3231,PS-01-00,PS-1,PS-1 b,CCI-004503,Policy
3232,PS-01-00,PS-1,PS-1 b,CCI-004504,Policy
3233,PS-01-00,PS-1,PS-1 c 1,CCI-004505,Policy
3234,PS-01-00,PS-1,PS-1 c 1,CCI-004506,Policy
3235,PS-01-00,PS-1,PS-1 c 2,CCI-004507,Policy
3236,PS-01-00,PS-1,PS-1 c 2,CCI-004508,Policy
3237,PS-03-04,PS-3(4),PS-3 (4),CCI-004509,Policy
3238,PS-03-04,PS-3(4),PS-3 (4),CCI-004510,Policy
3239,PS-03-04,PS-3(4),PS-3 (4),CCI-004511,Policy
3240,PS-04-02,PS-4(2),PS-4 (2),CCI-004512,Policy
3241,PS-06-00,PS-6,PS-6 c 1,CCI-004513,Policy
3242,PS-06-00,PS-6,PS-6 c 1,CCI-004514,Policy
3243,PS-06-00,PS-6,PS-6 c 2,CCI-004515,Policy
3244,PS-06-00,PS-6,PS-6 c 2,CCI-004516,Policy
3245,PS-06-00,PS-6,PS-6 c 2,CCI-004517,Policy
3246,PS-06-00,PS-6,PS-6 c 2,CCI-004518,Policy
3247,PS-07-00,PS-7,PS-7 b,CCI-004519,Policy
3248,PS-07-00,PS-7,PS-7 b,CCI-004520,Policy
3249,PS-08-00,PS-8,PS-8 a,CCI-004521,Policy
3250,PS-08-00,PS-8,PS-8 a,CCI-004522,Policy
3251,PS-09-00,PS-9,PS-9,CCI-004523,Policy
3252,PS-09-00,PS-9,PS-9,CCI-004524,Policy
3253,PT-01-00,PT-1,PT-1 a 1 (a),CCI-004525,Policy
3254,PT-01-00,PT-1,PT-1 a,CCI-004526,Policy
3255,PT-01-00,PT-1,PT-1 a,CCI-004527,Policy
3256,PT-01-00,PT-1,PT-1 a 1 (b),CCI-004528,Policy
3257,PT-01-00,PT-1,PT-1 a 2,CCI-004529,Policy
3258,PT-01-00,PT-1,PT-1 b,CCI-004530,Policy
3259,PT-01-00,PT-1,PT-1 b,CCI-004531,Policy
3260,PT-01-00,PT-1,PT-1 b,CCI-004532,Policy
3261,PT-01-00,PT-1,PT-1 c 1,CCI-004533,Policy
3262,PT-01-00,PT-1,PT-1 c 1,CCI-004534,Policy
3263,PT-01-00,PT-1,PT-1 c 1,CCI-004535,Policy
3264,PT-01-00,PT-1,PT-1 c 2,CCI-004536,Policy
3265,PT-01-00,PT-1,PT-1 c 2,CCI-004537,Policy
3266,PT-01-00,PT-1,PT-1 c 2,CCI-004538,Policy
3267,PT-02-00,PT-2,PT-2 a,CCI-004539,Policy
3268,PT-02-00,PT-2,PT-2 a,CCI-004540,Policy
3269,PT-02-00,PT-2,PT-2 a,CCI-004541,Policy
3270,PT-02-00,PT-2,PT-2 b,CCI-004542,Policy
3271,PT-02-00,PT-2,PT-2 b,CCI-004543,Policy
3272,PT-02-01,PT-2(1),PT-2 (1),CCI-004544,Technical
3273,PT-02-01,PT-2(1),PT-2 (1),CCI-004545,Technical
3274,PT-02-01,PT-2(1),PT-2 (1),CCI-004546,Technical
3275,PT-02-02,PT-2(2),PT-2 (2),CCI-004547,Policy
3276,PT-02-02,PT-2(2),PT-2 (2),CCI-004548,Policy
3277,PT-03-00,PT-3,PT-3 a,CCI-004549,Policy
3278,PT-03-00,PT-3,PT-3 a,CCI-004550,Policy
3279,PT-03-00,PT-3,PT-3 b,CCI-004551,Policy
3280,PT-03-00,PT-3,PT-3 c,CCI-004552,Policy
3281,PT-03-00,PT-3,PT-3 c,CCI-004553,Policy
3282,PT-03-00,PT-3,PT-3 d,CCI-004554,Policy
3283,PT-03-00,PT-3,PT-3 d,CCI-004555,Policy
3284,PT-03-00,PT-3,PT-3 d,CCI-004556,Policy
3285,PT-03-00,PT-3,PT-3 d,CCI-004557,Policy
3286,PT-03-01,PT-3(1),PT-3 (1),CCI-004558,Technical
3287,PT-03-01,PT-3(1),PT-3 (1),CCI-004559,Technical
3288,PT-03-02,PT-3(2),PT-3 (2),CCI-004560,Policy
3289,PT-04-00,PT-4,PT-4,CCI-004561,Policy
3290,PT-04-00,PT-4,PT-4,CCI-004562,Policy
3291,PT-04-01,PT-4(1),PT-4 (1),CCI-004563,Policy
3292,PT-04-01,PT-4(1),PT-4 (1),CCI-004564,Policy
3293,PT-04-02,PT-4(2),PT-4 (2),CCI-004565,Policy
3294,PT-04-02,PT-4(2),PT-4 (2),CCI-004566,Policy
3295,PT-04-02,PT-4(2),PT-4 (2),CCI-004567,Policy
3296,PT-04-02,PT-4(2),PT-4 (2),CCI-004568,Policy
3297,PT-04-03,PT-4(3),PT-4 (3),CCI-004569,Policy
3298,PT-04-03,PT-4(3),PT-4 (3),CCI-004570,Policy
3299,PT-05-00,PT-5,PT-5 a,CCI-004571,Policy
3300,PT-05-00,PT-5,PT-5 a,CCI-004572,Policy
3301,PT-05-00,PT-5,PT-5 b,CCI-004573,Policy
3302,PT-05-00,PT-5,PT-5 c,CCI-004574,Policy
3303,PT-05-00,PT-5,PT-5 d,CCI-004575,Policy
3304,PT-05-00,PT-5,PT-5 e,CCI-004576,Policy
3305,PT-05-00,PT-5,PT-5 e,CCI-004577,Policy
3306,PT-05-01,PT-5(1),PT-5 (1),CCI-004578,Policy
3307,PT-05-01,PT-5(1),PT-5 (1),CCI-004579,Policy
3308,PT-05-02,PT-5(2),PT-5 (2),CCI-004580,Policy
3309,PT-06-00,PT-6,PT-6 a,CCI-004581,Policy
3310,PT-06-00,PT-6,PT-6 a,CCI-004582,Policy
3311,PT-06-00,PT-6,PT-6 b,CCI-004583,Policy
3312,PT-06-00,PT-6,PT-6 c,CCI-004584,Policy
3313,PT-06-01,PT-6(1),PT-6 (1),CCI-004585,Policy
3314,PT-06-01,PT-6(1),PT-6 (1),CCI-004586,Policy
3315,PT-06-01,PT-6(1),PT-6 (1),CCI-004587,Policy
3316,PT-06-02,PT-6(2),PT-6 (2),CCI-004588,Policy
3317,PT-06-02,PT-6(2),PT-6 (2),CCI-004589,Policy
3318,PT-06-02,PT-6(2),PT-6 (2),CCI-004590,Policy
3319,PT-06-02,PT-6(2),PT-6 (2),CCI-004591,Policy
3320,PT-07-00,PT-7,PT-7,CCI-004592,Policy
3321,PT-07-00,PT-7,PT-7,CCI-004593,Policy
3322,PT-07-01,PT-7(1),PT-7 (1) (a),CCI-004594,Policy
3323,PT-07-01,PT-7(1),PT-7 (1) (b),CCI-004595,Policy
3324,PT-07-01,PT-7(1),PT-7 (1) (c),CCI-004596,Policy
3325,PT-07-02,PT-7(2),PT-7 (2),CCI-004597,Policy
3326,PT-08-00,PT-8,PT-8 a,CCI-004598,Policy
3327,PT-08-00,PT-8,PT-8 b,CCI-004599,Policy
3328,PT-08-00,PT-8,PT-8 c,CCI-004600,Policy
3329,PT-08-00,PT-8,PT-8 d,CCI-004601,Policy
3330,PT-08-00,PT-8,PT-8 e,CCI-004602,Policy
3331,RA-01-00,RA-1,RA-1 a 1 (b),CCI-004603,Policy
3332,RA-01-00,RA-1,RA-1 a 1 (b),CCI-004604,Policy
3333,RA-01-00,RA-1,RA-1 b,CCI-004605,Policy
3334,RA-01-00,RA-1,RA-1 b,CCI-004606,Policy
3335,RA-01-00,RA-1,RA-1 b,CCI-004607,Policy
3336,RA-01-00,RA-1,RA-1 b,CCI-004608,Policy
3337,RA-01-00,RA-1,RA-1 b,CCI-004609,Policy
3338,RA-01-00,RA-1,RA-1 c 1,CCI-004610,Policy
3339,RA-01-00,RA-1,RA-1 c 1,CCI-004611,Policy
3340,RA-01-00,RA-1,RA-1 c 2,CCI-004612,Policy
3341,RA-01-00,RA-1,RA-1 c 2,CCI-004613,Policy
3342,RA-02-00,RA-2,RA-2 a,CCI-004614,Policy
3343,RA-02-00,RA-2,RA-2 a,CCI-004615,Policy
3344,RA-02-00,RA-2,RA-2 a,CCI-004616,Policy
3345,RA-02-01,RA-2(1),RA-2 (1),CCI-004617,Policy
3346,RA-03-00,RA-3,RA-3 a 1,CCI-004618,Policy
3347,RA-03-00,RA-3,RA-3 a 1,CCI-004619,Policy
3348,RA-03-00,RA-3,RA-3 a 3,CCI-004620,Policy
3349,RA-03-00,RA-3,RA-3 b,CCI-004621,Policy
3350,RA-03-00,RA-3,RA-3 b,CCI-004622,Policy
3351,RA-03-00,RA-3,RA-3 b,CCI-004623,Policy
3352,RA-03-01,RA-3(1),RA-3 (1) (a),CCI-004624,Policy
3353,RA-03-01,RA-3(1),RA-3 (1) (a),CCI-004625,Policy
3354,RA-03-01,RA-3(1),RA-3 (1) (b),CCI-004626,Policy
3355,RA-03-01,RA-3(1),RA-3 (1) (b),CCI-004627,Policy
3356,RA-03-02,RA-3(2),RA-3 (2),CCI-004628,Policy
3357,RA-03-03,RA-3(3),RA-3 (3),CCI-004629,Policy
3358,RA-03-03,RA-3(3),RA-3 (3),CCI-004630,Policy
3359,RA-03-04,RA-3(4),RA-3 (4),CCI-004631,Policy
3360,RA-03-04,RA-3(4),RA-3 (4),CCI-004632,Policy
3361,RA-03-04,RA-3(4),RA-3 (4),CCI-004633,Policy
3362,RA-05-00,RA-5,RA-5 b 2,CCI-004634,Policy
3363,RA-05-00,RA-5,RA-5 b 3,CCI-004635,Policy
3364,RA-05-00,RA-5,RA-5 f,CCI-004636,Policy
3365,RA-05-06,RA-5(6),RA-5 (6),CCI-004637,Policy
3366,RA-05-08,RA-5(8),RA-5 (8),CCI-004638,Policy
3367,RA-05-08,RA-5(8),RA-5 (8),CCI-004639,Policy
3368,RA-05-11,RA-5(11),RA-5 (11),CCI-004640,Policy
3369,RA-07-00,RA-7,RA-7,CCI-004641,Policy
3370,RA-07-00,RA-7,RA-7,CCI-004642,Policy
3371,RA-07-00,RA-7,RA-7,CCI-004643,Policy
3372,RA-07-00,RA-7,RA-7,CCI-004644,Policy
3373,RA-08-00,RA-8,RA-8 a,CCI-004645,Policy
3374,RA-08-00,RA-8,RA-8 b 1,CCI-004646,Policy
3375,RA-08-00,RA-8,RA-8 b 2,CCI-004647,Policy
3376,RA-09-00,RA-9,RA-9,CCI-004648,Policy
3377,RA-09-00,RA-9,RA-9,CCI-004649,Policy
3378,RA-09-00,RA-9,RA-9,CCI-004650,Policy
3379,RA-10-00,RA-10,RA-10 a 1,CCI-004651,Policy
3380,RA-10-00,RA-10,RA-10 a 1,CCI-004651,Technical
3381,RA-10-00,RA-10,RA-10 a 2,CCI-004652,Technical
3382,RA-10-00,RA-10,RA-10 a 2,CCI-004652,Policy
3383,RA-10-00,RA-10,RA-10 b,CCI-004653,Technical
3384,RA-10-00,RA-10,RA-10 b,CCI-004653,Policy
3385,RA-10-00,RA-10,RA-10 b,CCI-004654,Policy
3386,RA-10-00,RA-10,RA-10 b,CCI-004654,Technical
3387,SA-01-00,SA-1,SA-1 a 1 (b),CCI-004655,Policy
3388,SA-01-00,SA-1,SA-1 b,CCI-004656,Policy
3389,SA-01-00,SA-1,SA-1 b,CCI-004657,Policy
3390,SA-01-00,SA-1,SA-1 b,CCI-004658,Policy
3391,SA-01-00,SA-1,SA-1 b,CCI-004659,Policy
3392,SA-01-00,SA-1,SA-1 b,CCI-004660,Policy
3393,SA-01-00,SA-1,SA-1 b,CCI-004661,Policy
3394,SA-01-00,SA-1,SA-1 c 1,CCI-004662,Policy
3395,SA-01-00,SA-1,SA-1 c 1,CCI-004663,Policy
3396,SA-01-00,SA-1,SA-1 c 2,CCI-004664,Policy
3397,SA-01-00,SA-1,SA-1 c 2,CCI-004665,Policy
3398,SA-02-00,SA-2,SA-2 a,CCI-004666,Policy
3399,SA-02-00,SA-2,SA-2 c,CCI-004667,Policy
3400,SA-02-00,SA-2,SA-2 c,CCI-004668,Policy
3401,SA-03-00,SA-3,SA-3 a,CCI-004669,Policy
3402,SA-03-00,SA-3,SA-3 a,CCI-004670,Policy
3403,SA-03-00,SA-3,SA-3 a,CCI-004671,Policy
3404,SA-03-00,SA-3,SA-3 a,CCI-004672,Policy
3405,SA-03-00,SA-3,SA-3 a,CCI-004673,Policy
3406,SA-03-00,SA-3,SA-3 a,CCI-004674,Policy
3407,SA-03-00,SA-3,SA-3 a,CCI-004675,Policy
3408,SA-03-00,SA-3,SA-3 b,CCI-004676,Policy
3409,SA-03-00,SA-3,SA-3 c,CCI-004677,Policy
3410,SA-03-00,SA-3,SA-3 d,CCI-004678,Policy
3411,SA-03-01,SA-3(1),SA-3 (1),CCI-004679,Policy
3412,SA-03-02,SA-3(2),SA-3 (2) (a),CCI-004680,Policy
3413,SA-03-02,SA-3(2),SA-3 (2) (a),CCI-004681,Policy
3414,SA-03-02,SA-3(2),SA-3 (2) (a),CCI-004682,Policy
3415,SA-03-02,SA-3(2),SA-3 (2) (b),CCI-004683,Policy
3416,SA-03-03,SA-3(3),SA-3 (3),CCI-004684,Policy
3417,SA-03-03,SA-3(3),SA-3 (3),CCI-004685,Policy
3418,SA-04-00,SA-4,SA-4,CCI-004686,Policy
3419,SA-04-00,SA-4,SA-4 a,CCI-004687,Policy
3420,SA-04-00,SA-4,SA-4 c,CCI-004688,Policy
3421,SA-04-00,SA-4,SA-4 d,CCI-004689,Policy
3422,SA-04-00,SA-4,SA-4 d,CCI-004690,Policy
3423,SA-04-00,SA-4,SA-4 e,CCI-004691,Policy
3424,SA-04-00,SA-4,SA-4 f,CCI-004692,Policy
3425,SA-04-00,SA-4,SA-4 f,CCI-004693,Policy
3426,SA-04-00,SA-4,SA-4 h,CCI-004694,Policy
3427,SA-04-00,SA-4,SA-4 h,CCI-004695,Policy
3428,SA-04-00,SA-4,SA-4 h,CCI-004696,Policy
3429,SA-04-03,SA-4(3),SA-4 (3) (a),CCI-004697,Policy
3430,SA-04-03,SA-4(3),SA-4 (3) (a),CCI-004698,Policy
3431,SA-04-03,SA-4(3),SA-4 (3) (b),CCI-004699,Policy
3432,SA-04-03,SA-4(3),SA-4 (3) (b),CCI-004700,Policy
3433,SA-04-03,SA-4(3),SA-4 (3) (c),CCI-004701,Policy
3434,SA-04-03,SA-4(3),SA-4 (3) (c),CCI-004702,Policy
3435,SA-04-11,SA-4(11),SA-4 (11),CCI-004703,Policy
3436,SA-04-11,SA-4(11),SA-4 (11),CCI-004704,Policy
3437,SA-04-12,SA-4(12),SA-4 (12) (a),CCI-004705,Policy
3438,SA-04-12,SA-4(12),SA-4 (12) (b),CCI-004706,Policy
3439,SA-04-12,SA-4(12),SA-4 (12) (b),CCI-004707,Policy
3440,SA-05-00,SA-5,SA-5 a 2,CCI-004708,Policy
3441,SA-05-00,SA-5,SA-5 b 1,CCI-004709,Policy
3442,SA-05-00,SA-5,SA-5 b 2,CCI-004710,Policy
3443,SA-05-00,SA-5,SA-5 b 3,CCI-004711,Policy
3444,SA-08-00,SA-8,SA-8,CCI-004712,Policy
3445,SA-08-00,SA-8,SA-8,CCI-004713,Policy
3446,SA-08-00,SA-8,SA-8,CCI-004714,Policy
3447,SA-08-00,SA-8,SA-8,CCI-004715,Policy
3448,SA-08-00,SA-8,SA-8,CCI-004716,Policy
3449,SA-08-01,SA-8(1),SA-8 (1),CCI-004717,Technical
3450,SA-08-01,SA-8(1),SA-8 (1),CCI-004717,Policy
3451,SA-08-02,SA-8(2),SA-8 (2),CCI-004718,Technical
3452,SA-08-02,SA-8(2),SA-8 (2),CCI-004718,Policy
3453,SA-08-02,SA-8(2),SA-8 (2),CCI-004719,Policy
3454,SA-08-02,SA-8(2),SA-8 (2),CCI-004719,Technical
3455,SA-08-03,SA-8(3),SA-8 (3),CCI-004720,Policy
3456,SA-08-03,SA-8(3),SA-8 (3),CCI-004720,Technical
3457,SA-08-03,SA-8(3),SA-8 (3),CCI-004721,Technical
3458,SA-08-03,SA-8(3),SA-8 (3),CCI-004721,Policy
3459,SA-08-04,SA-8(4),SA-8 (4),CCI-004722,Policy
3460,SA-08-04,SA-8(4),SA-8 (4),CCI-004722,Technical
3461,SA-08-04,SA-8(4),SA-8 (4),CCI-004723,Technical
3462,SA-08-04,SA-8(4),SA-8 (4),CCI-004723,Policy
3463,SA-08-05,SA-8(5),SA-8 (5),CCI-004724,Policy
3464,SA-08-05,SA-8(5),SA-8 (5),CCI-004724,Technical
3465,SA-08-05,SA-8(5),SA-8 (5),CCI-004725,Policy
3466,SA-08-05,SA-8(5),SA-8 (5),CCI-004725,Technical
3467,SA-08-06,SA-8(6),SA-8 (6),CCI-004726,Policy
3468,SA-08-06,SA-8(6),SA-8 (6),CCI-004726,Technical
3469,SA-08-06,SA-8(6),SA-8 (6),CCI-004727,Policy
