Junction ID,ATT&CK Technique ID,ATT&CK Mitigation ID,Mapping Description
1272,T1561.001,M1053,Consider implementing IT disaster recovery plans that contain procedures for taking regular data backups that can be used to restore organizational data.(Citation: Ready.gov IT DRP) Ensure backups are stored off system and is protected from common methods
1273,T1561.002,M1053,Consider implementing IT disaster recovery plans that contain procedures for taking regular data backups that can be used to restore organizational data.(Citation: Ready.gov IT DRP) Ensure backups are stored off system and is protected from common methods
1274,T1562,M1047,Routinely check account role permissions to ensure only expected users and roles have permission to modify defensive tools and settings.
1275,T1562,M1038,"Use application control where appropriate, especially regarding the execution of tools outside of the organization's security policies (such as rootkit removal tools) that have been abused to impair system defenses. Ensure that only approved security appl"
1276,T1562,M1022,Ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with security/logging services.
1277,T1562,M1024,Ensure proper Registry permissions are in place to prevent adversaries from disabling or interfering with security/logging services.
1278,T1562,M1054,"Consider implementing policies on internal web servers, such HTTP Strict Transport Security, that enforce the use of HTTPS/network traffic encryption to prevent insecure connections.(Citation: Chromium HSTS)"
1279,T1562,M1018,Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with security/logging services.
1280,T1562.001,M1038,"Use application control where appropriate, especially regarding the execution of tools outside of the organization's security policies (such as rootkit removal tools) that have been abused to impair system defenses. Ensure that only approved security appl"
1281,T1562.001,M1022,Ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with security services.
1282,T1562.001,M1024,Ensure proper Registry permissions are in place to prevent adversaries from disabling or interfering with security services.
1283,T1562.001,M1018,Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with security services.
1284,T1562.002,M1047,Consider periodic review ofauditpol settings for Administrator accounts and perform dynamic baselining on SIEM(s) to investigate potential malicious activity. Also ensure that the EventLog service and its threads are properly running.
1285,T1562.002,M1022,"Ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with logging or deleting or modifying .evtx logging files. Ensure .evtx files, which are located atC:\Windows\system32\Winevt\Logs(Citation: win_x"
1286,T1562.002,M1024,Ensure proper Registry permissions are in place to prevent adversaries from disabling or interfering logging. The addition of the MiniNT registry key disables Event Viewer.(Citation: def_ev_win_event_logging)
1287,T1562.002,M1018,Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with logging.
1288,T1562.003,M1039,"Prevent users from changing theHISTCONTROL,HISTFILE, andHISTFILESIZE environment variables. (Citation: Securing bash history)"
1289,T1562.003,M1028,Make sure that theHISTCONTROL environment variable is set to “ignoredups” instead of “ignoreboth” or “ignorespace”.
1290,T1562.004,M1047,Routinely check account role permissions to ensure only expected users and roles have permission to modify system firewalls.
1291,T1562.004,M1022,Ensure proper process and file permissions are in place to prevent adversaries from disabling or modifying firewall settings.
1292,T1562.004,M1024,Ensure proper Registry permissions are in place to prevent adversaries from disabling or modifying firewall settings.
1293,T1562.004,M1018,Ensure proper user permissions are in place to prevent adversaries from disabling or modifying firewall settings.
1294,T1562.006,M1022,"Ensure event tracers/forwarders (Citation: Microsoft ETW May 2018), firewall policies, and other associated mechanisms are secured with appropriate permissions and access controls."
1295,T1562.006,M1054,"Consider automatically relaunching forwarding mechanisms at recurring intervals (ex: temporal, on-logon, etc.) as well as applying appropriate change management to firewall rules and other related system configurations."
1296,T1562.006,M1018,"Ensure event tracers/forwarders (Citation: Microsoft ETW May 2018), firewall policies, and other associated mechanisms are secured with appropriate permissions and access controls and cannot be manipulated by user accounts."
1297,T1562.007,M1047,Routinely check account role permissions to ensure only expected users and roles have permission to modify cloud firewalls.
1298,T1562.007,M1018,Ensure least privilege principles are applied to Identity and Access Management (IAM) security policies.(Citation: Expel IO Evil in AWS)
1299,T1562.008,M1018,Configure default account policy to enable logging. Manage policies to ensure only necessary users have permissions to make changes to logging policies.
1300,T1562.009,M1026,"Restrict administrator accounts to as few individuals as possible, following least privilege principles, that may be abused to remotely boot a machine in safe mode.(Citation: CyberArk Labs Safe Mode 2016)"
1301,T1562.009,M1054,Ensure that endpoint defenses run in safe mode.(Citation: CyberArk Labs Safe Mode 2016)
1302,T1562.010,M1042,Consider removing previous versions of tools that are unnecessary to the environment when possible.
1303,T1562.010,M1054,"Consider implementing policies on internal web servers, such HTTP Strict Transport Security, that enforce the use of HTTPS/network traffic encryption to prevent insecure connections.(Citation: Chromium HSTS)"
1304,T1562.011,M1038,Use application controls to mitigate installation and use of payloads that may be utilized to spoof security alerting.
1305,T1562.012,M1047,"Routinely check account role permissions to ensure only expected users and roles have permission to modify logging settings.  To ensure Audit rules can not be modified at runtime, add the `auditctl -e 2` as the last command in the audit.rules files. Once "
1306,T1562.012,M1018,An adversary must already have root level access on the local system to make full use of this technique; be sure to restrict users and accounts to the least privileges they require.
1307,T1563,M1042,"Disable the remote service (ex: SSH, RDP, etc.) if it is unnecessary."
1308,T1563,M1030,Enable firewall rules to block unnecessary traffic between network security zones within a network.
1309,T1563,M1018,Limit remote user permissions if remote access is necessary.
1310,T1563,M1026,Do not allow remote access to services as a privileged account unless necessary.
1311,T1563.001,M1042,Ensure that agent forwarding is disabled on systems that do not explicitly require this feature to prevent misuse. (Citation: Symantec SSH and ssh-agent)
1312,T1563.001,M1027,Ensure SSH key pairs have strong passwords and refrain from using key-store technologies such as ssh-agent unless they are properly protected.
1313,T1563.001,M1026,Do not allow remote access via SSH as root or other privileged accounts.
1314,T1563.001,M1022,Ensure proper file permissions are set and harden system to prevent root privilege escalation opportunities.
1315,T1563.002,M1047,Audit the Remote Desktop Users group membership regularly. Remove unnecessary accounts and groups from Remote Desktop Users groups.
1316,T1563.002,M1042,Disable the RDP service if it is unnecessary.
1317,T1563.002,M1035,Use remote desktop gateways.
1318,T1563.002,M1030,Enable firewall rules to block RDP traffic between network security zones within a network.
1319,T1563.002,M1018,Limit remote user permissions if remote access is necessary.
1320,T1563.002,M1028,Change GPOs to define shorter timeouts sessions and maximum amount of time any single session can be active. Change GPOs to specify the maximum amount of time that a disconnected session stays active on the RD session host server.(Citation: Windows RDP Se
1321,T1563.002,M1026,Consider removing the local Administrators group from the list of groups allowed to log in through RDP.
1322,T1564.002,M1028,"If the computer is domain joined, then group policy can help restrict the ability to create or hide users. Similarly, preventing the modification of the/Library/Preferences/com.apple.loginwindowHide500Users value will force all users to be visible."
1323,T1564.003,M1038,"Limit or restrict program execution using anti-virus software. On MacOS, allowlist programs that are allowed to have the plist tag. All other programs should be considered suspicious."
1324,T1564.004,M1022,"Consider adjusting read and write permissions for NTFS EA, though this should be tested to ensure routine OS operations are not impeded. (Citation: InsiderThreat NTFS EA Oct 2017)"
1325,T1564.006,M1042,Disable Hyper-V if not necessary within a given environment.
1326,T1564.006,M1038,Use application control to mitigate installation and use of unapproved virtualization software.
1327,T1564.007,M1042,Turn off or restrict access to unneeded VB components.(Citation: Microsoft Disable VBA Jan 2020)
1328,T1564.008,M1047,"Enterprise email solutions may have monitoring mechanisms that may include the ability to audit inbox rules on a regular basis.   In an Exchange environment, Administrators can use `Get-InboxRule` / `Remove-InboxRule` and `Get-TransportRule` / `Remove-Tra"
1329,T1564.009,M1013,Configure applications to use the application bundle structure which leverages the/Resources folder location.(Citation: Apple App Security Overview)
1330,T1565,M1041,Consider encrypting important information to reduce an adversary’s ability to perform tailored data modifications.
1331,T1565,M1030,Identify critical business and system processes that may be targeted by adversaries and work to isolate and secure those systems against unauthorized access and tampering.
1332,T1565,M1029,Consider implementing IT disaster recovery plans that contain procedures for taking regular data backups that can be used to restore organizational data.(Citation: Ready.gov IT DRP) Ensure backups are stored off system and is protected from common methods
1333,T1565,M1022,Ensure least privilege principles are applied to important information resources to reduce exposure to data manipulation risk.
1334,T1565.001,M1041,Consider encrypting important information to reduce an adversary’s ability to perform tailored data modifications.
1335,T1565.001,M1029,Consider implementing IT disaster recovery plans that contain procedures for taking regular data backups that can be used to restore organizational data.(Citation: Ready.gov IT DRP) Ensure backups are stored off system and is protected from common methods
1336,T1565.001,M1022,Ensure least privilege principles are applied to important information resources to reduce exposure to data manipulation risk.
1337,T1565.002,M1041,Encrypt all important data flows to reduce the impact of tailored modifications on data in transit.
1338,T1565.003,M1030,Identify critical business and system processes that may be targeted by adversaries and work to isolate and secure those systems against unauthorized access and tampering.
1339,T1565.003,M1022,"Prevent critical business and system processes from being replaced, overwritten, or reconfigured to load potentially malicious code."
1340,T1566,M1049,Anti-virus can automatically quarantine suspicious files.
1341,T1566,M1031,Network intrusion prevention systems and systems designed to scan and remove malicious email attachments or links can be used to block activity.
1342,T1566,M1017,Users can be trained to identify social engineering techniques and phishing emails.
1343,T1566,M1021,"Determine if certain websites or attachment types (ex: .scr, .exe, .pif, .cpl, etc.) that can be used for phishing are necessary for business operations and consider blocking access if activity cannot be monitored well or if it poses a significant risk."
1344,T1566,M1054,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) ma
1345,T1566.001,M1049,Anti-virus can also automatically quarantine suspicious files.
1346,T1566.001,M1031,Network intrusion prevention systems and systems designed to scan and remove malicious email attachments can be used to block activity.
1347,T1566.001,M1017,Users can be trained to identify social engineering techniques and spearphishing emails.
1348,T1566.001,M1021,"Block unknown or unused attachments by default that should not be transmitted over email as a best practice to prevent some vectors, such as .scr, .exe, .pif, .cpl, etc. Some email scanning devices can open and analyze compressed and encrypted formats, su"
1349,T1566.001,M1054,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) ma
1350,T1566.002,M1047,Audit applications and their permissions to ensure access to data and resources are limited based upon necessity and principle of least privilege.
1351,T1566.002,M1018,Azure AD Administrators apply limitations upon the ability for users to grant consent to unfamiliar or unverified third-party applications.
1352,T1566.002,M1017,"Users can be trained to identify social engineering techniques and spearphishing emails with malicious links which includes phishing for consent with OAuth 2.0. Additionally, users may perform visual checks of the domains they visit; however, homographs i"
1353,T1566.002,M1021,Determine if certain websites that can be used for spearphishing are necessary for business operations and consider blocking access if activity cannot be monitored well or if it poses a significant risk.
1354,T1566.002,M1054,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) ma
1355,T1566.003,M1049,Anti-virus can also automatically quarantine suspicious files.
1356,T1566.003,M1017,Users can be trained to identify social engineering techniques and spearphishing messages with malicious links.
1357,T1566.003,M1021,"Determine if certain social media sites, personal webmail services, or other service that can be used for spearphishing is necessary for business operations and consider blocking access if activity cannot be monitored well or if it poses a significant ris"
1358,T1566.004,M1017,"Users can be trained to identify and report social engineering techniques and spearphishing attempts, while also being suspicious of and verifying the identify of callers.(Citation: CISA Phishing)"
1359,T1567,M1057,Data loss prevention can be detect and block sensitive data being uploaded to web services via web browsers.
1360,T1567,M1021,Web proxies can be used to enforce an external network communication policy that prevents use of unauthorized external services.
1361,T1567.001,M1021,Web proxies can be used to enforce an external network communication policy that prevents use of unauthorized external services.
1362,T1567.002,M1021,Web proxies can be used to enforce an external network communication policy that prevents use of unauthorized external services.
1363,T1567.003,M1021,Web proxies can be used to enforce an external network communication policy that prevents use of unauthorized external services.
1364,T1567.004,M1057,Data loss prevention can be detect and block sensitive data being uploaded to web services via web browsers.
1365,T1568,M1031,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Malware researchers can reverse engineer malware variants that use dyn
1366,T1568,M1021,In some cases a local DNS sinkhole may be used to help prevent behaviors associated with dynamic resolution.
1367,T1568.002,M1031,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Malware researchers can reverse engineer malware variants that use DGA
1368,T1568.002,M1021,In some cases a local DNS sinkhole may be used to help prevent DGA-based command and control at a reduced cost.
1369,T1569,M1040,"On Windows 10, enable Attack Surface Reduction (ASR) rules to block processes created by [PsExec](https://attack.mitre.org/software/S0029) from running. (Citation: win10_asr)"
1370,T1569,M1018,Prevent users from installing their own launch agents or launch daemons.
1371,T1569,M1026,Ensure that permissions disallow services that run at a higher permissions level from being created or interacted with by a user with a lower permission level.
1372,T1569,M1022,Ensure that high permission level service binaries cannot be replaced or modified by users with a lower permission level.
1373,T1569.001,M1018,Prevent users from installing their own launch agents or launch daemons.
1374,T1569.002,M1040,"On Windows 10, enable Attack Surface Reduction (ASR) rules to block processes created by [PsExec](https://attack.mitre.org/software/S0029) from running. (Citation: win10_asr)"
1375,T1569.002,M1026,Ensure that permissions disallow services that run at a higher permissions level from being created or interacted with by a user with a lower permission level.
1376,T1569.002,M1022,Ensure that high permission level service binaries cannot be replaced or modified by users with a lower permission level.
1377,T1570,M1037,Consider using the host firewall to restrict file sharing communications such as SMB. (Citation: Microsoft Preventing SMB)
1378,T1570,M1031,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware or unusual data transfer over known tools and protocols like FTP can be used to mitigate activity at the network level. Signa
1379,T1571,M1031,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
1380,T1571,M1030,Properly configure firewalls and proxies to limit outgoing traffic to only necessary ports for that particular network segment.
1381,T1572,M1037,Consider filtering network traffic to untrusted or known bad domains and resources.
1382,T1572,M1031,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
1383,T1573,M1031,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
1384,T1573,M1020,SSL/TLS inspection can be used to see the contents of encrypted sessions to look for network-based indicators of malware communication protocols.
1385,T1573.001,M1031,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
1386,T1573.002,M1031,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
1387,T1573.002,M1020,SSL/TLS inspection can be used to see the contents of encrypted sessions to look for network-based indicators of malware communication protocols.
1388,T1574,M1013,"When possible, include hash values in manifest files to help prevent side-loading of malicious libraries.(Citation: FireEye DLL Side-Loading)"
1389,T1574,M1047,Use auditing tools capable of detecting hijacking opportunities on systems within an enterprise and correct them. Toolkits like the PowerSploit framework contain PowerUp modules that can be used to explore systems for hijacking weaknesses.(Citation: Power
1390,T1574,M1040,Some endpoint security solutions can be configured to block some types of behaviors related to process injection/memory tampering based on common sequences of indicators (ex: execution of specific API functions).
1391,T1574,M1038,Adversaries may use new payloads to execute this technique. Identify and block potentially malicious software executed through hijacking by using application control solutions also capable of blocking libraries loaded by legitimate software.
1392,T1574,M1022,"Install software in write-protected locations. Set directory access controls to prevent file writes to the search paths for applications, both in the folders where applications are run from and the standard library folders."
1393,T1574,M1044,Disallow loading of remote DLLs. This is included by default in Windows Server 2012+ and is available by patch for XP+ and Server 2003+.  Enable Safe DLL Search Mode to force search for system DLLs in directories with greater restrictions (e.g.%SYSTEMROOT
1394,T1574,M1024,Ensure proper permissions are set for Registry hives to prevent users from modifying keys for system components that may lead to privilege escalation.
1395,T1574,M1051,Update software regularly to include patches that fix DLL side-loading vulnerabilities.
1396,T1574,M1052,"Turn off UAC's privilege elevation for standard users[HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System] to automatically deny elevation requests, add:""ConsentPromptBehaviorUser""=dword:00000000. Consider enabling installer detec"
1397,T1574,M1018,Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service binary target path locations. Deny execution from user directories such as file download directories and temp directories whe
1398,T1574.001,M1047,Use auditing tools capable of detecting DLL search order hijacking opportunities on systems within an enterprise and correct them. Toolkits like the PowerSploit framework contain PowerUp modules that can be used to explore systems for DLL hijacking weakne
1399,T1574.001,M1038,Adversaries may use new DLLs to execute this technique. Identify and block potentially malicious software executed through search order hijacking by using application control solutions capable of blocking DLLs loaded by legitimate software.
1400,T1574.001,M1044,Disallow loading of remote DLLs. This is included by default in Windows Server 2012+ and is available by patch for XP+ and Server 2003+.  Enable Safe DLL Search Mode to force search for system DLLs in directories with greater restrictions (e.g.%SYSTEMROOT
1401,T1574.002,M1013,"When possible, include hash values in manifest files to help prevent side-loading of malicious libraries.(Citation: FireEye DLL Side-Loading)"
1402,T1574.002,M1051,Update software regularly to include patches that fix DLL side-loading vulnerabilities.
1403,T1574.004,M1022,"Set directory access controls to prevent file writes to the search paths for applications, both in the folders where applications are run from and the standard dylib folders."
1404,T1574.005,M1047,Use auditing tools capable of detecting file system permissions abuse opportunities on systems within an enterprise and correct them. Toolkits like the PowerSploit framework contain PowerUp modules that can be used to explore systems for service file syst
1405,T1574.005,M1052,"Turn off UAC's privilege elevation for standard users[HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System] to automatically deny elevation requests, add:""ConsentPromptBehaviorUser""=dword:00000000. Consider enabling installer detec"
1406,T1574.005,M1018,Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service binary target path locations. Deny execution from user directories such as file download directories and temp directories whe
1407,T1574.006,M1038,Adversaries may use new payloads to execute this technique. Identify and block potentially malicious software executed through hijacking by using application control solutions also capable of blocking libraries loaded by legitimate software.
1408,T1574.006,M1028,"When System Integrity Protection (SIP) is enabled in macOS, the aforementioned environment variables are ignored when executing protected binaries. Third-party applications can also leverage Apple’s Hardened Runtime, ensuring these environment variables a"
1409,T1574.007,M1047,"Find and eliminate path interception weaknesses in program configuration files, scripts, the PATH environment variable, services, and in shortcuts by surrounding PATH variables with quotation marks when functions allow for them. Be aware of the search ord"
1410,T1574.007,M1038,"Adversaries will likely need to place new binaries in locations to be executed through this weakness. Identify and block potentially malicious software executed path interception by using application control tools, like Windows Defender Application Contro"
1411,T1574.007,M1022,"Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directoryC: and system directories, such asC:\Windows\, to reduce places where malicious files could be placed for execution. Req"
1412,T1574.008,M1047,"Find and eliminate path interception weaknesses in program configuration files, scripts, the PATH environment variable, services, and in shortcuts by surrounding PATH variables with quotation marks when functions allow for them. Be aware of the search ord"
1413,T1574.008,M1038,"Adversaries will likely need to place new binaries in locations to be executed through this weakness. Identify and block potentially malicious software executed path interception by using application control tools, like Windows Defender Application Contro"
1414,T1574.008,M1022,"Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directoryC: and system directories, such asC:\Windows\, to reduce places where malicious files could be placed for execution. Req"
1415,T1574.009,M1047,"Find and eliminate path interception weaknesses in program configuration files, scripts, the PATH environment variable, services, and in shortcuts by surrounding PATH variables with quotation marks when functions allow for them. Be aware of the search ord"
1416,T1574.009,M1038,"Adversaries will likely need to place new binaries in locations to be executed through this weakness. Identify and block potentially malicious software executed path interception by using application control tools, like Windows Defender Application Contro"
1417,T1574.009,M1022,"Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directoryC: and system directories, such asC:\Windows\, to reduce places where malicious files could be placed for execution. Req"
1418,T1574.010,M1047,Use auditing tools capable of detecting file system permissions abuse opportunities on systems within an enterprise and correct them. Toolkits like the PowerSploit framework contain PowerUp modules that can be used to explore systems for service file syst
1419,T1574.010,M1018,Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service binary target path locations. Deny execution from user directories such as file download directories and temp directories whe
1420,T1574.010,M1052,"Turn off UAC's privilege elevation for standard users[HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System]to automatically deny elevation requests, add:""ConsentPromptBehaviorUser""=dword:00000000. Consider enabling installer detect"
1421,T1574.011,M1024,Ensure proper permissions are set for Registry hives to prevent users from modifying keys for system components that may lead to privilege escalation.
1422,T1574.012,M1038,Identify and block potentially malicious unmanaged COR_PROFILER profiling DLLs  by using application control solutions like AppLocker that are capable of auditing and/or blocking unapproved DLLs.(Citation: Beechey 2010)(Citation: Windows Commands JPCERT)(
1423,T1574.012,M1024,Ensure proper permissions are set for Registry hives to prevent users from modifying keys associated with COR_PROFILER.
1424,T1574.012,M1018,Limit the privileges of user accounts so that only authorized administrators can edit system environment variables.
1425,T1574.013,M1040,Some endpoint security solutions can be configured to block some types of behaviors related to process injection/memory tampering based on common sequences of indicators (ex: execution of specific API functions).
1426,T1577,M1001,Security updates frequently contain patches to vulnerabilities.
1427,T1577,M1006,Many vulnerabilities related to injecting code into existing applications have been patched in previous Android releases.
1428,T1578,M1047,Routinely monitor user permissions to ensure only the expected users have the capability to modify cloud compute infrastructure components.
1429,T1578,M1018,"Limit permissions for creating, deleting, and otherwise altering compute components in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to r"
1430,T1578.001,M1047,Routinely check user permissions to ensure only the expected users have the capability to create snapshots and backups.
1431,T1578.001,M1018,"Limit permissions for creating snapshots or backups in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged r"
1432,T1578.002,M1047,Routinely check user permissions to ensure only the expected users have the capability to create new instances.
1433,T1578.002,M1018,"Limit permissions for creating new instances in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role ass"
1434,T1578.003,M1047,Routinely check user permissions to ensure only the expected users have the capability to delete new instances.
1435,T1578.003,M1018,"Limit permissions for deleting new instances in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role ass"
1436,T1578.005,M1047,Routinely monitor user permissions to ensure only the expected users have the capability to request quota adjustments or modify tenant-level compute settings.
1437,T1578.005,M1018,Limit permissions to request quotas adjustments or modify tenant-level compute setting to only those required.
1438,T1580,M1018,"Limit permissions to discover cloud infrastructure in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged ro"
1439,T1582,M1011,"Users should be encouraged to be very careful with what applications they grant SMS access to. Further, users should not change their default SMS handler to applications they do not recognize.(Citation: SMS KitKat)"
1440,T1583,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1441,T1583.001,M1056,Organizations may intentionally register similar domains to their own to deter adversaries from creating typosquatting domains. Other facets of this technique cannot be easily mitigated with preventive controls since it is based on behaviors performed out
1442,T1583.002,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1443,T1583.003,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1444,T1583.004,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1445,T1583.005,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1446,T1583.006,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1447,T1583.007,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1448,T1583.008,M1056,"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should be focused on initial access activities, such as drive by compromise where"
1449,T1584,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1450,T1584.001,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1451,T1584.002,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1452,T1584.003,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1453,T1584.004,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1454,T1584.005,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1455,T1584.006,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1456,T1584.007,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1457,T1585,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1458,T1585.001,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1459,T1585.002,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1460,T1585.003,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1461,T1586,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1462,T1586.001,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1463,T1586.002,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1464,T1586.003,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1465,T1587,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1466,T1587.001,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1467,T1587.002,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1468,T1587.003,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1469,T1587.004,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1470,T1588,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1471,T1588.001,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1472,T1588.002,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1473,T1588.003,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1474,T1588.004,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1475,T1588.005,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1476,T1588.006,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
1477,T1589,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to extern
1478,T1589.001,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to extern
1479,T1589.002,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to extern
1480,T1589.003,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to extern
1481,T1590,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to extern
1482,T1590.001,M1056,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to extern
1483,T1590.002,M1056,This cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties
