Junction ID,ATT&CK Technique,Security Control ID,ATT&CK Technique Name,Control Family,Control Name,Mapping Type,Reference Source,ATT&CK Version,Domain,Creation Date,Last Update
4408,T1611,AC-03-00,Escape to Host,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4409,T1611,AC-04-00,Escape to Host,Access Control,Information Flow Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4410,T1611,AC-05-00,Escape to Host,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4411,T1611,AC-06-00,Escape to Host,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4412,T1611,CM-05-00,Escape to Host,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4413,T1611,CM-06-00,Escape to Host,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4414,T1611,CM-07-00,Escape to Host,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4415,T1611,IA-02-00,Escape to Host,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4416,T1611,SC-02-00,Escape to Host,System and Communications Protection,Separation of System and User Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4417,T1611,SC-03-00,Escape to Host,System and Communications Protection,Security Function Isolation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4418,T1611,SC-34-00,Escape to Host,System and Communications Protection,Non-modifiable Executable Programs,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4419,T1611,SC-39-00,Escape to Host,System and Communications Protection,Process Isolation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4420,T1611,SC-07-00,Escape to Host,System and Communications Protection,Boundary Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4421,T1611,SI-16-00,Escape to Host,System and Information Integrity,Memory Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4422,T1611,SI-02-00,Escape to Host,System and Information Integrity,Flaw Remediation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4423,T1611,SI-03-00,Escape to Host,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4424,T1611,SI-04-00,Escape to Host,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4425,T1611,SI-07-00,Escape to Host,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4426,T1609,AC-17-00,Container Administration Command,Access Control,Remote Access,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4427,T1609,AC-02-00,Container Administration Command,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4428,T1609,AC-03-00,Container Administration Command,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4429,T1609,AC-04-00,Container Administration Command,Access Control,Information Flow Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4430,T1609,AC-05-00,Container Administration Command,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4431,T1609,AC-06-00,Container Administration Command,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4432,T1609,CM-06-00,Container Administration Command,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4433,T1609,CM-07-00,Container Administration Command,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4434,T1609,SC-07-00,Container Administration Command,System and Communications Protection,Boundary Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4435,T1609,SI-10-00,Container Administration Command,System and Information Integrity,Information Input Validation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4436,T1609,SI-07-00,Container Administration Command,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4437,T1562.010,CM-07-00,Downgrade Attack,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4438,T1562.010,SI-07-00,Downgrade Attack,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4439,T1562.004,AC-02-00,Disable or Modify System Firewall,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4440,T1562.004,AC-03-00,Disable or Modify System Firewall,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4441,T1562.004,AC-05-00,Disable or Modify System Firewall,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4442,T1562.004,AC-06-00,Disable or Modify System Firewall,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4443,T1562.004,CA-07-00,Disable or Modify System Firewall,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4444,T1562.004,CM-02-00,Disable or Modify System Firewall,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4445,T1562.004,CM-05-00,Disable or Modify System Firewall,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4446,T1562.004,CM-06-00,Disable or Modify System Firewall,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4447,T1562.004,CM-07-00,Disable or Modify System Firewall,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4448,T1562.004,IA-02-00,Disable or Modify System Firewall,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4449,T1562.004,SI-03-00,Disable or Modify System Firewall,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4450,T1562.004,SI-04-00,Disable or Modify System Firewall,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4451,T1562.004,SI-07-00,Disable or Modify System Firewall,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4452,T1556,AC-02-00,Modify Authentication Process,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4453,T1556,AC-20-00,Modify Authentication Process,Access Control,Use of External Systems,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4454,T1556,AC-03-00,Modify Authentication Process,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4455,T1556,AC-05-00,Modify Authentication Process,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4456,T1556,AC-06-00,Modify Authentication Process,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4457,T1556,AC-07-00,Modify Authentication Process,Access Control,Unsuccessful Logon Attempts,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4458,T1556,CA-07-00,Modify Authentication Process,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4459,T1556,CM-02-00,Modify Authentication Process,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4460,T1556,CM-05-00,Modify Authentication Process,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4461,T1556,CM-06-00,Modify Authentication Process,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4462,T1556,CM-07-00,Modify Authentication Process,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4463,T1556,IA-02-00,Modify Authentication Process,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4464,T1556,IA-05-00,Modify Authentication Process,Identification and Authentication,Authenticator Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4465,T1556,SC-39-00,Modify Authentication Process,System and Communications Protection,Process Isolation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4466,T1556,SI-04-00,Modify Authentication Process,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4467,T1556,SI-07-00,Modify Authentication Process,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4468,T1552,AC-16-00,Unsecured Credentials,Access Control,Security and Privacy Attributes,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4469,T1552,AC-17-00,Unsecured Credentials,Access Control,Remote Access,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4470,T1552,AC-18-00,Unsecured Credentials,Access Control,Wireless Access,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4471,T1552,AC-19-00,Unsecured Credentials,Access Control,Access Control for Mobile Devices,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4472,T1552,AC-02-00,Unsecured Credentials,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4473,T1552,AC-20-00,Unsecured Credentials,Access Control,Use of External Systems,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4474,T1552,AC-03-00,Unsecured Credentials,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4475,T1552,AC-04-00,Unsecured Credentials,Access Control,Information Flow Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4476,T1552,AC-05-00,Unsecured Credentials,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4477,T1552,AC-06-00,Unsecured Credentials,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4478,T1552,CA-07-00,Unsecured Credentials,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4479,T1552,CA-08-00,Unsecured Credentials,Security Assessment and Authorization,Penetration Testing,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4480,T1552,CM-02-00,Unsecured Credentials,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4481,T1552,CM-05-00,Unsecured Credentials,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4482,T1552,CM-06-00,Unsecured Credentials,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4483,T1552,CM-07-00,Unsecured Credentials,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4484,T1552,IA-02-00,Unsecured Credentials,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4485,T1552,IA-03-00,Unsecured Credentials,Identification and Authentication,Device Identification and Authentication,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4486,T1552,IA-04-00,Unsecured Credentials,Identification and Authentication,Identifier Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4487,T1552,IA-05-00,Unsecured Credentials,Identification and Authentication,Authenticator Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4488,T1552,RA-05-00,Unsecured Credentials,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4489,T1552,SA-11-00,Unsecured Credentials,System and Services Acquisition,Developer Testing and Evaluation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4490,T1552,SA-15-00,Unsecured Credentials,System and Services Acquisition,"Development Process, Standards, and Tools",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4491,T1552,SC-12-00,Unsecured Credentials,System and Communications Protection,Cryptographic Key Establishment and Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4492,T1552,SC-28-00,Unsecured Credentials,System and Communications Protection,Protection of Information at Rest,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4493,T1552,SC-04-00,Unsecured Credentials,System and Communications Protection,Information in Shared System Resources,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4494,T1552,SC-07-00,Unsecured Credentials,System and Communications Protection,Boundary Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4495,T1552,SI-10-00,Unsecured Credentials,System and Information Integrity,Information Input Validation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4496,T1552,SI-12-00,Unsecured Credentials,System and Information Integrity,Information Management and Retention,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4497,T1552,SI-15-00,Unsecured Credentials,System and Information Integrity,Information Output Filtering,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4498,T1552,SI-02-00,Unsecured Credentials,System and Information Integrity,Flaw Remediation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4499,T1552,SI-04-00,Unsecured Credentials,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4500,T1552,SI-07-00,Unsecured Credentials,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4501,T1548,AC-16-00,Abuse Elevation Control Mechanism,Access Control,Security and Privacy Attributes,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4502,T1548,AC-02-00,Abuse Elevation Control Mechanism,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4503,T1548,AC-03-00,Abuse Elevation Control Mechanism,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4504,T1548,AC-05-00,Abuse Elevation Control Mechanism,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4505,T1548,AC-06-00,Abuse Elevation Control Mechanism,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4506,T1548,CA-07-00,Abuse Elevation Control Mechanism,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4507,T1548,CA-08-00,Abuse Elevation Control Mechanism,Security Assessment and Authorization,Penetration Testing,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4508,T1548,CM-02-00,Abuse Elevation Control Mechanism,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4509,T1548,CM-05-00,Abuse Elevation Control Mechanism,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4510,T1548,CM-06-00,Abuse Elevation Control Mechanism,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4511,T1548,CM-07-00,Abuse Elevation Control Mechanism,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4512,T1548,CM-08-00,Abuse Elevation Control Mechanism,Configuration Management,System Component Inventory,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4513,T1548,IA-02-00,Abuse Elevation Control Mechanism,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4514,T1548,RA-05-00,Abuse Elevation Control Mechanism,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4515,T1548,SC-18-00,Abuse Elevation Control Mechanism,System and Communications Protection,Mobile Code,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4516,T1548,SC-34-00,Abuse Elevation Control Mechanism,System and Communications Protection,Non-modifiable Executable Programs,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4517,T1548,SI-12-00,Abuse Elevation Control Mechanism,System and Information Integrity,Information Management and Retention,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4518,T1548,SI-16-00,Abuse Elevation Control Mechanism,System and Information Integrity,Memory Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4519,T1548,SI-03-00,Abuse Elevation Control Mechanism,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4520,T1548,SI-04-00,Abuse Elevation Control Mechanism,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4521,T1548,SI-07-00,Abuse Elevation Control Mechanism,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4522,T1490,AC-02-00,Inhibit System Recovery,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4523,T1490,AC-03-00,Inhibit System Recovery,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4524,T1490,AC-06-00,Inhibit System Recovery,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4525,T1490,CM-02-00,Inhibit System Recovery,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4526,T1490,CM-06-00,Inhibit System Recovery,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4527,T1490,CM-07-00,Inhibit System Recovery,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4528,T1490,CP-10-00,Inhibit System Recovery,Contingency Planning,System Recovery and Reconstitution,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4529,T1490,CP-02-00,Inhibit System Recovery,Contingency Planning,Contingency Plan,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4530,T1490,CP-07-00,Inhibit System Recovery,Contingency Planning,Alternate Processing Site,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4531,T1490,CP-09-00,Inhibit System Recovery,Contingency Planning,System Backup,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4532,T1490,SI-03-00,Inhibit System Recovery,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4533,T1490,SI-04-00,Inhibit System Recovery,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4534,T1490,SI-07-00,Inhibit System Recovery,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4535,T1212,IA-02-00,Exploitation for Credential Access,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4536,T1078,CA-03-00,Valid Accounts,Security Assessment and Authorization,Information Exchange,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4537,T1078,SC-43-00,Valid Accounts,System and Communications Protection,Usage Restrictions,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4538,T1070.008,SI-12-00,Clear Mailbox Data,System and Information Integrity,Information Management and Retention,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4539,T1070.008,AC-04-00,Clear Mailbox Data,Access Control,Information Flow Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4540,T1070.008,AC-20-00,Clear Mailbox Data,Access Control,Use of External Systems,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4541,T1070.008,AC-16-00,Clear Mailbox Data,Access Control,Security and Privacy Attributes,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4542,T1070.008,AC-17-00,Clear Mailbox Data,Access Control,Remote Access,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4543,T1070.008,AC-18-00,Clear Mailbox Data,Access Control,Wireless Access,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4544,T1070.008,AC-19-00,Clear Mailbox Data,Access Control,Access Control for Mobile Devices,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4545,T1070.008,AC-02-00,Clear Mailbox Data,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4546,T1070.008,AC-03-00,Clear Mailbox Data,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4547,T1070.008,AC-05-00,Clear Mailbox Data,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4548,T1070.008,AC-06-00,Clear Mailbox Data,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4549,T1070.008,CA-07-00,Clear Mailbox Data,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4550,T1070.008,CM-02-00,Clear Mailbox Data,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4551,T1070.008,CM-06-00,Clear Mailbox Data,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4552,T1070.008,CP-06-00,Clear Mailbox Data,Contingency Planning,Alternate Storage Site,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4553,T1070.008,CP-07-00,Clear Mailbox Data,Contingency Planning,Alternate Processing Site,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4554,T1070.008,CP-09-00,Clear Mailbox Data,Contingency Planning,System Backup,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4555,T1070.008,SC-36-00,Clear Mailbox Data,System and Communications Protection,Distributed Processing and Storage,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4556,T1070.008,SC-04-00,Clear Mailbox Data,System and Communications Protection,Information in Shared System Resources,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4557,T1070.008,SI-12-00,Clear Mailbox Data,System and Information Integrity,Information Management and Retention,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4558,T1070.008,SI-03-00,Clear Mailbox Data,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4559,T1070.008,SI-04-00,Clear Mailbox Data,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4560,T1070.008,SI-07-00,Clear Mailbox Data,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4561,T1048,AC-16-00,Exfiltration Over Alternative Protocol,Access Control,Security and Privacy Attributes,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4562,T1048,AC-02-00,Exfiltration Over Alternative Protocol,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4563,T1048,AC-20-00,Exfiltration Over Alternative Protocol,Access Control,Use of External Systems,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4564,T1048,AC-23-00,Exfiltration Over Alternative Protocol,Access Control,Data Mining Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4565,T1048,AC-03-00,Exfiltration Over Alternative Protocol,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4566,T1048,AC-04-00,Exfiltration Over Alternative Protocol,Access Control,Information Flow Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4567,T1048,AC-06-00,Exfiltration Over Alternative Protocol,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4568,T1048,CA-03-00,Exfiltration Over Alternative Protocol,Security Assessment and Authorization,Information Exchange,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4569,T1048,CA-07-00,Exfiltration Over Alternative Protocol,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4570,T1048,CM-02-00,Exfiltration Over Alternative Protocol,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
4571,T1048,CM-06-00,Exfiltration Over Alternative Protocol,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
