CCI ID,Description,NIST Revision,Type
CCI-004849,Defines the critical systems or system components for satisfying a common set of requirements or to provide equivalent functionality.,NIST SP 800-53 Revision 5,Policy
CCI-004850,Employ design; modification; augmentation; and/or reconfiguration on organization-defined systems or system components supporting mission essential services or functions to increase the trustworthiness in those systems or components.,NIST SP 800-53 Revision 5,Policy
CCI-004851,Defines the systems or system components for supporting mission essential services or functions.,NIST SP 800-53 Revision 5,Policy
CCI-004852,"Develop and document an organization-level; mission/business process-level; and/or system-level system and communications protection policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance.",NIST SP 800-53 Revision 5,Policy
CCI-004853,"Develop and document an organization-level; mission/business process-level; and/or system-level a system and communications protection policy that is consistent with applicable laws, Executive Orders, directives, regulations, policies, standards, and guidelines.",NIST SP 800-53 Revision 5,Policy
CCI-004854,Develop and document system and communications protection procedures to facilitate the implementation of the system and communications protection policy and associated system and communications protection controls.,NIST SP 800-53 Revision 5,Policy
CCI-004855,Designate an organization-defined official to manage the development and documentation of the system and communications protection policy.,NIST SP 800-53 Revision 5,Policy
CCI-004856,Designate an organization-defined official to manage the development and documentation of the system and communications protection procedures.,NIST SP 800-53 Revision 5,Policy
CCI-004857,Designate an organization-defined official to manage the dissemination of the system and communications protection policy.,NIST SP 800-53 Revision 5,Policy
CCI-004858,Designate an organization-defined official to manage the dissemination of the system and communications protection procedures.,NIST SP 800-53 Revision 5,Policy
CCI-004859,"Defines the official to manage the development, documentation, and dissemination of the system and communications protection policy.",NIST SP 800-53 Revision 5,Policy
CCI-004860,"Defines the official to manage the development, documentation, and dissemination of the system and communications protection procedures.",NIST SP 800-53 Revision 5,Policy
CCI-004861,Review and update the current system and communications protection policy following organization-defined events.,NIST SP 800-53 Revision 5,Policy
CCI-004862,Defines the events following reviewing and updating the current system and communications protection policy.,NIST SP 800-53 Revision 5,Policy
CCI-004863,Review and update the current system and communications protection procedures following organization-defined events.,NIST SP 800-53 Revision 5,Policy
CCI-004864,Defines the events following reviewing and updating the current system and communications protection procedures.,NIST SP 800-53 Revision 5,Policy
CCI-004865,Store state information from applications and software separately.,NIST SP 800-53 Revision 5,Technical
CCI-004866,Employ organization-defined controls by type of denial-of-service to achieve the denial-of-service objective.,NIST SP 800-53 Revision 5,Technical
CCI-004867,Defines the controls by type of denial-of-service event by employing the controls to achieve the denial-of-service objective.,NIST SP 800-53 Revision 5,Technical
CCI-004868,Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational privacy architecture.,NIST SP 800-53 Revision 5,Technical
CCI-004869,Prevent unauthorized exchange of control plane traffic with external networks.,NIST SP 800-53 Revision 5,Policy
CCI-004870,Publish information to enable remote networks to detect unauthorized control plane traffic from internal networks.,NIST SP 800-53 Revision 5,Policy
CCI-004871,Filter unauthorized control plane traffic from external networks.,NIST SP 800-53 Revision 5,Policy
CCI-004872,Defines the systems that will deny network communications traffic by default and allow network communications traffic by exception.,NIST SP 800-53 Revision 5,Technical
CCI-004873,Defines the safeguards to prevent split tunneling for remote devices connecting to organizational systems.,NIST SP 800-53 Revision 5,Technical
CCI-004874,Conduct exfiltration tests at an organization-defined frequency.,NIST SP 800-53 Revision 5,Technical
CCI-004875,Defines the frequency to conduct exfiltration tests.,NIST SP 800-53 Revision 5,Technical
CCI-004876,"For systems that process personally identifiable information, apply organization-defined processing rules to data elements of personally identifiable information.",NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004877,Defines processing rules to be applied to data elements of personally identifiable information.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-004878,"For systems that process personally identifiable information, monitor for permitted processing at the external boundary of the system and at key internal boundaries within the system.",NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-004879,"For systems that process personally identifiable information, document each processing exception.",NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-004880,"For systems that process personally identifiable information, review and remove exceptions that are no longer supported.",NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004881,Prohibit the direct connection of organization-defined unclassified national security system to an external network without the use of organization-defined boundary protection device.,NIST SP 800-53 Revision 5,Policy
CCI-004882,Defines the unclassified national security system that is prohibited from connecting to an external network without the use of organization-defined boundary protection device.,NIST SP 800-53 Revision 5,Policy
CCI-004883,Defines the boundary protection device that prohibits the direct connection of organization-defined unclassified national security system to an external system.,NIST SP 800-53 Revision 5,Policy
CCI-004884,Prohibit the direct connection of a classified national security system to an external network without the use of organization-defined boundary protection device.,NIST SP 800-53 Revision 5,Policy
CCI-004885,Defines the boundary protection device that prohibits the direct connection of a classified national security system to an external system.,NIST SP 800-53 Revision 5,Policy
CCI-004886,Prohibit the direct connection of organization-defined unclassified non-national security system to an external network without the use of organization-defined boundary protection device.,NIST SP 800-53 Revision 5,Policy
CCI-004887,Defines the unclassified non-national security system that is prohibited from connecting to an external network without the use of organization-defined boundary protection device.,NIST SP 800-53 Revision 5,Policy
CCI-004888,Defines the boundary protection device that prohibits the direct connection of organization-defined unclassified non-national security system to an external system.,NIST SP 800-53 Revision 5,Policy
CCI-004889,Prohibit the direct connection of organization-defined system to a public network.,NIST SP 800-53 Revision 5,Policy
CCI-004890,Defines the system that prohibits the direct connection to a public network.,NIST SP 800-53 Revision 5,Policy
CCI-004891,Implement physically or logically separate subnetworks to isolate organization-defined critical system components and functions.,NIST SP 800-53 Revision 5,Technical
CCI-004892,Defines the critical system components to implement physically or logically separate subnetworks.,NIST SP 800-53 Revision 5,Technical
CCI-004893,"Implement organization-defined protection distribution system to prevent unauthorized disclosure of information, and/or detect changes to information during transmission.",NIST SP 800-53 Revision 5,Technical
CCI-004894,"Defines the protected distribution system for preventing unauthorized disclosure of information, and/or detect changes to information during transmission.",NIST SP 800-53 Revision 5,Technical
CCI-004895,"Permit users to invoke the trusted communications path for communications between the user and the organization-defined security functions, including at a minimum, authentication and re-authentication.",NIST SP 800-53 Revision 5,Technical
CCI-004896,Initiates the trusted communications path for communications between the organization-defined security functions of the system and the user.,NIST SP 800-53 Revision 5,Technical
CCI-004897,Defines the security functions to be initiated between the system and the user for trusted communications path for communications.,NIST SP 800-53 Revision 5,Technical
CCI-004898,"Defines requirements for certificates that are issued for producing, controlling, and distributing asymmetric cryptographic keys.",NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004899,Maintain physical control of cryptographic keys when store information is encrypted by external service providers.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004900,Determine the organization-defined cryptographic uses.,NIST SP 800-53 Revision 5,Technical
CCI-004901,Associate organization-defined privacy attributes with information exchanged between systems.,NIST SP 800-53 Revision 5,Technical
CCI-004902,Associate organization-defined privacy attributes with information exchanged between system components.,NIST SP 800-53 Revision 5,Technical
CCI-004903,Defines the privacy attributes to associate with the information being exchanged between systems and between system components.,NIST SP 800-53 Revision 5,Policy
CCI-004904,Verify the integrity of transmitted privacy attributes.,NIST SP 800-53 Revision 5,Technical
CCI-004905,Implement anti-spoofing mechanisms to prevent adversaries from falsifying the security attributes indicating the successful application of the security process.,NIST SP 800-53 Revision 5,Technical
CCI-004906,Implement organization-defined mechanisms or techniques to bind security attributes to transmitted information.,NIST SP 800-53 Revision 5,Technical
CCI-004907,Implement organization-defined mechanisms or techniques to bind privacy attributes to transmitted information.,NIST SP 800-53 Revision 5,Technical
CCI-004908,Defines the mechanisms or techniques for binding security and privacy attributes to transmitted information.,NIST SP 800-53 Revision 5,Technical
CCI-004909,Include only approved trust anchors in trust stores or certificate stores managed by the organization.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004910,Provide protected storage for cryptographic keys with organization-defined safeguards and/or hardware protected key store.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-004911,Defines the safeguards for providing protected storage for cryptographic keys.,NIST SP 800-53 Revision 5,Policy
CCI-004912,Partition privileged functions into separate physical domains.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004913,"Takes organization-defined actions in response to identified faults, errors, or compromises.",NIST SP 800-53 Revision 5,Policy
CCI-004914,"Defines actions to take in response to identified faults, errors, or compromises.",NIST SP 800-53 Revision 5,Policy
CCI-004915,Synchronize the organization-defined duplicate systems or system components.,NIST SP 800-53 Revision 5,Policy
CCI-004916,Defines the duplicate systems or system components to be synchronized.,NIST SP 800-53 Revision 5,Policy
CCI-004917,Defines sensors to facilitate an individual's awareness that personally identifiable information is being collected.,NIST SP 800-53 Revision 5,Policy
CCI-004918,Defines measures to facility an individual's awareness that personally identifiable information is being collected.,NIST SP 800-53 Revision 5,Policy
CCI-004919,Employ organization-defined measures to facilitate an individual's awareness that personally identifiable information is being collected by organization-defined sensors.,NIST SP 800-53 Revision 5,Policy
CCI-004920,Defines sensors that are configured to minimize the collection of information about individuals that is not needed.,NIST SP 800-53 Revision 5,Policy
CCI-004921,Employ organization-defined sensors that are configured to minimize the collection of information about individuals that is not needed.,NIST SP 800-53 Revision 5,Policy
CCI-004922,Synchronize system clocks within and between systems or system components.,NIST SP 800-53 Revision 5,Technical
CCI-004923,Compare the internal system clocks on an organization-defined frequency with organization-defined authoritative time source.,NIST SP 800-53 Revision 5,Technical
CCI-004924,Defines the frequency for comparing the internal system clocks with organization-defined authoritative time source.,NIST SP 800-53 Revision 5,Technical
CCI-004925,Defines the time source used for comparing the internal system clocks.,NIST SP 800-53 Revision 5,Technical
CCI-004926,Synchronize the internal system clocks to the authoritative time source when the time difference is greater than organization-defined time period.,NIST SP 800-53 Revision 5,Technical
CCI-004927,Defines the time period for synchronizing the internal system clocks to the authoritative time source.,NIST SP 800-53 Revision 5,Technical
CCI-004928,Identify a secondary authoritative time source that is in a different geographic region than the primary authoritative time source.,NIST SP 800-53 Revision 5,Technical
CCI-004929,Synchronize the internal system clocks to the secondary authoritative time source if the primary authoritative time source is unavailable.,NIST SP 800-53 Revision 5,Technical
CCI-004930,Implement a policy enforcement mechanism physically or logically between the physical and/or network interfaces for the connecting security domains.,NIST SP 800-53 Revision 5,Technical
CCI-004931,Establish organization-defined alternate communications paths for system operations organizational command and control.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-004932,Relocate organization-defined sensors and monitoring capabilities to organization-defined locations under organization-defined conditions or circumstances.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004933,Defines the sensors and monitoring capabilities to be relocated to organization-defined locations.,NIST SP 800-53 Revision 5,Policy
CCI-004934,Defines the locations of which the organization-defined sensors and monitoring capabilities will be relocated.,NIST SP 800-53 Revision 5,Policy
CCI-004935,Defines the conditions or circumstances of which the organization-defined sensors and monitoring capabilities are relocated.,NIST SP 800-53 Revision 5,Policy
CCI-004936,Dynamically relocate organization-defined sensors and monitoring capabilities to organization-defined locations under organization-defined conditions or circumstances.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-004937,Defines the sensors and monitoring capabilities to be dynamically relocated to organization-defined locations.,NIST SP 800-53 Revision 5,Policy
CCI-004938,Defines the locations of which the organization-defined sensors and monitoring capabilities will be dynamically relocated.,NIST SP 800-53 Revision 5,Policy
CCI-004939,Defines the conditions or circumstances of which the organization-defined sensors and monitoring capabilities are dynamically relocated.,NIST SP 800-53 Revision 5,Policy
CCI-004940,Implement hardware-enforced separation and policy enforcement mechanisms between organization-defined security domains.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004941,Defines the security domains for implementing hardware-enforced separation and policy enforcement mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-004942,Implement software-enforced separation and policy enforcement mechanisms between organization-defined security domains.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004943,Defines the security domains for implementing software-enforced separation and policy enforcement mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-004944,"Develop and document an organization-level; mission/business process-level; and/or system level system and information integrity policy that is consistent with applicable laws, Executive Orders, directives, regulations, policies, standards, and guidelines.",NIST SP 800-53 Revision 5,Policy
CCI-004945,Designate an organization-defined official to manage the development and documentation of the system and information integrity policy.,NIST SP 800-53 Revision 5,Policy
CCI-004946,Designate an organization-defined official to manage the dissemination of the system and information integrity policy.,NIST SP 800-53 Revision 5,Policy
CCI-004947,Designate an organization-defined official to manage the development and documentation of the system and information integrity procedures.,NIST SP 800-53 Revision 5,Policy
CCI-004948,Designate an organization-defined official to manage the dissemination of the system and information integrity procedures.,NIST SP 800-53 Revision 5,Policy
CCI-004949,"Defines the official designated for managing the development, documentation, and dissemination of the system and information integrity policy.",NIST SP 800-53 Revision 5,Policy
CCI-004950,"Defines the official designated for managing the development, documentation, and dissemination of the system and information integrity procedures.",NIST SP 800-53 Revision 5,Policy
CCI-004951,Review and update the current system and information integrity policy following organization-defined events.,NIST SP 800-53 Revision 5,Policy
CCI-004952,Defines the events following reviewing and updating the current system and information integrity policy.,NIST SP 800-53 Revision 5,Policy
CCI-004953,Review and update the current system and information integrity procedures following organization-defined events.,NIST SP 800-53 Revision 5,Policy
CCI-004954,Defines the events following reviewing and updating the current system and information integrity procedures.,NIST SP 800-53 Revision 5,Policy
CCI-004955,Determine if system components have applicable security-related software updates installed using organization-defined mechanisms on an organization-defined frequency.,NIST SP 800-53 Revision 5,Policy
CCI-004956,Determine if system components have applicable security-related firmware updates installed using organization-defined mechanisms on an organization-defined frequency.,NIST SP 800-53 Revision 5,Policy
CCI-004957,Defines a frequency for installing security-relevant software updates using organization-defined automated mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-004958,Defines a frequency for installing security-relevant firmware updates using organization-defined automated mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-004959,Defines the automated mechanisms for determining if system components have applicable security-related software updates installed.,NIST SP 800-53 Revision 5,Policy
CCI-004960,Defines the automated mechanisms for determining if system components have applicable security-related firmware updates installed.,NIST SP 800-53 Revision 5,Policy
CCI-004961,Employ automated patch management tools to facilitate flaw remediation to the organization-defined system components.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004962,Defines the system components on which patch management tools to facilitate flaw remediation are employed.,NIST SP 800-53 Revision 5,Policy
CCI-004963,Implement signature based and/or non-signature based malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-004964,Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy.,NIST SP 800-53 Revision 5,Policy
CCI-004965,Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management procedures.,NIST SP 800-53 Revision 5,Policy
CCI-004966,Configure malicious code protection mechanisms to send alerts to organization-defined personnel in response to malicious code detection.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004967,Analyze detected events and anomalies.,NIST SP 800-53 Revision 5,Policy
CCI-004968,Employ automated mechanisms to support near real-time analysis of events.,NIST SP 800-53 Revision 5,Technical
CCI-004969,Employ automated mechanisms to integrate intrusion detection mechanisms into access control mechanisms.,NIST SP 800-53 Revision 5,Technical
CCI-004970,Employ automated mechanisms to integrate intrusion detection mechanisms into flow control mechanisms.,NIST SP 800-53 Revision 5,Technical
CCI-004971,Determine criteria for unusual or unauthorized activities or conditions for inbound communications traffic.,NIST SP 800-53 Revision 5,Technical
CCI-004972,Determine criteria for unusual or unauthorized activities or conditions for outbound communications traffic.,NIST SP 800-53 Revision 5,Technical
CCI-004973,Defines the unusual or unauthorized activities or conditions that will be monitored for inbound communications traffic.,NIST SP 800-53 Revision 5,Technical
CCI-004974,Defines the unusual or unauthorized activities or conditions that will be monitored for outbound communications traffic.,NIST SP 800-53 Revision 5,Technical
CCI-004975,Test intrusion monitoring mechanisms at an organization-defined frequency.,NIST SP 800-53 Revision 5,Policy
CCI-004976,Defines the frequency for testing intrusion monitoring mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-004977,Defines the encrypted communications traffic that is to be visible to organization-defined system monitoring mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-004978,Defines the system monitoring mechanisms that will have visibility into organization-defined encrypted communications traffic.,NIST SP 800-53 Revision 5,Policy
CCI-004979,Make provisions so that organization-defined encrypted communications traffic is visible to organization-defined system monitoring mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-004980,Defines the personnel or roles to receive alerts when indications of inappropriate or unusual activities with security or privacy occur.,NIST SP 800-53 Revision 5,Policy
CCI-004981,Correlate information from monitoring mechanisms employed throughout the system.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004982,Provide visibility into network traffic at external and key internal system interfaces to optimize the effectiveness of monitoring devices.,NIST SP 800-53 Revision 5,Technical
CCI-004983,Defines the automated mechanisms for broadcasting security alert and advisory information.,NIST SP 800-53 Revision 5,Policy
CCI-004984,Defines the privacy functions that require verification of correct operation.,NIST SP 800-53 Revision 5,Policy
CCI-004985,Verify correct operation of organization-defined privacy functions.,NIST SP 800-53 Revision 5,Technical
CCI-004986,Defines the frequency at which it will verify correct operation of organization-defined privacy functions.,NIST SP 800-53 Revision 5,Policy
CCI-004987,Defines the system transitional states when the system will verify correct operation of organization-defined privacy functions.,NIST SP 800-53 Revision 5,Policy
CCI-004988,Perform verification of the correct operation of organization-defined privacy functions: when the system is in an organization-defined transitional state; upon command by a user with appropriate privileges; and/or on an organization-defined frequency.,NIST SP 800-53 Revision 5,Technical
CCI-004989,Alert organization-defined personnel or roles of failed privacy verification tests.,NIST SP 800-53 Revision 5,Technical
CCI-004990,Defines the personnel or roles to be notified when privacy verification tests fail.,NIST SP 800-53 Revision 5,Policy
CCI-004991,Defines alternative action(s) to be taken when anomalies in the operation of organization-defined privacy functions are discovered.,NIST SP 800-53 Revision 5,Policy
CCI-004992,"Shut the system down, restart the system, and/or initiate organization-defined alternative action(s) when anomalies in the operation of the organization-defined privacy functions are discovered.",NIST SP 800-53 Revision 5,Technical
CCI-004993,Implement automated mechanisms to support the management of distributed privacy function testing.,NIST SP 800-53 Revision 5,Technical
CCI-004994,Report the results of privacy function verification to organization-defined personnel or roles.,NIST SP 800-53 Revision 5,Policy
CCI-004995,Defines the personnel or roles that are to receive reports on the results of privacy function verification.,NIST SP 800-53 Revision 5,Policy
CCI-004996,"Take organization-defined actions when unauthorized changes to the software, firmware, and information are detected.",NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-004997,"Defines the actions to be taken when unauthorized changes to the software, firmware, and information are detected.",NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-004998,Implement organization-defined controls for application self-protection at runtime.,NIST SP 800-53 Revision 5,Technical
CCI-004999,Defines the controls to be implemented for runtime application self-protection.,NIST SP 800-53 Revision 5,Policy
CCI-005000,Update spam protection mechanisms when new releases are available in accordance with organizational configuration management policy.,NIST SP 800-53 Revision 5,Policy
CCI-005001,Update spam protection mechanisms when new releases are available in accordance with organizational configuration management procedures.,NIST SP 800-53 Revision 5,Policy
CCI-005002,Defines the frequency for updating spam protection mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-005003,Prevent untrusted data injections.,NIST SP 800-53 Revision 5,Technical
CCI-005004,Limit personally identifiable information being processed in the information life cycle to the organization-defined elements of personally identifiable information.,NIST SP 800-53 Revision 5,Policy
CCI-005005,Defines the elements of personally identifiable information being processed in the information life cycle.,NIST SP 800-53 Revision 5,Policy
CCI-005006,"Use organization-defined techniques to minimize the use of personally identifiable information for research, testing, or training, in accordance with the privacy risk assessment.",NIST SP 800-53 Revision 5,Policy
CCI-005007,"Defines the techniques for minimizing the use of personally identifiable information for research, testing, or training.",NIST SP 800-53 Revision 5,Policy
CCI-005008,"Use organization-defined techniques to dispose of, destroy, or erase information following the retention period.",NIST SP 800-53 Revision 5,Policy
CCI-005009,Defines the percentage of the mean time to failure used to manually initiate transfer between active and standby system components.,NIST SP 800-53 Revision 5,Policy
CCI-005010,Defines the action to be taken when system failures are detected.,NIST SP 800-53 Revision 5,Policy
CCI-005011,"Refresh organization-defined information on an organization-defined frequency, or generate organization-defined information on demand.",NIST SP 800-53 Revision 5,Policy
CCI-005012,Defines the information to be refreshed on an organization-defined frequency.,NIST SP 800-53 Revision 5,Policy
CCI-005013,Defines the frequency at which to refresh organization-defined information.,NIST SP 800-53 Revision 5,Policy
CCI-005014,Defines the information to be generated on demand.,NIST SP 800-53 Revision 5,Policy
CCI-005015,Delete information when no longer needed.,NIST SP 800-53 Revision 5,Policy
CCI-005016,Refresh connections to the system on demand.,NIST SP 800-53 Revision 5,Policy
CCI-005017,"Terminate connections after completion of a request, or a period of non-use.",NIST SP 800-53 Revision 5,Policy
CCI-005018,"Check the accuracy, relevance, timeliness, and completeness of personally identifiable information across the information life cycle, on an organization-defined frequency.",NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005019,"Defines the frequency for checking the accuracy, relevance, timeliness, and completeness of personally identifiable information.",NIST SP 800-53 Revision 5,Policy
CCI-005020,Correct or delete inaccurate or outdated personally identifiable information.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005021,"Correct or delete personally identifiable information that is inaccurate or outdated, incorrectly determined regarding impact, or incorrectly de-identified using organization-defined mechanisms.",NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005022,"Defines the automated mechanisms for identifying inaccurate or outdated, incorrectly determined regarding impact, or incorrectly de-identified personally identifiable information.",NIST SP 800-53 Revision 5,Policy
CCI-005023,Employ data tags to automate the correction or deletion of personally identifiable information across the information life cycle within organizational systems.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005024,Collect personally identifiable information directly from the individual.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005025,Correct or delete personally identifiable information upon request by individuals or their designated representatives.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005026,Notify organization-defined recipients of personally identifiable information that the personally identifiable information has been corrected or deleted.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005027,Defines the recipients of personally identifiable information who are to be notified when the personally identifiable information is corrected or deleted.,NIST SP 800-53 Revision 5,Policy
CCI-005028,Notify individuals that the personally identifiable information has been corrected or deleted.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005029,Remove the following elements of personally identifiable information from datasets.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005030,Defines the elements of personally identifiable information to be removed from datasets.,NIST SP 800-53 Revision 5,Policy
CCI-005031,Evaluate organization-defined frequency for effectiveness of de-identification.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005032,Defines the frequency for evaluating for effectiveness of de-identification.,NIST SP 800-53 Revision 5,Policy
CCI-005033,De-identify the dataset upon collection by not collecting personally identifiable information.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005034,Prohibit archiving personally identifiable information elements if those elements in a dataset will not be needed after the dataset is archived.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005035,Remove personally identifiable information elements from a dataset prior to its release if those elements in the dataset do not need to be part of the data release.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005036,"Remove, mask, encrypt, hash, or replace direct identifiers in a dataset.",NIST SP 800-53 Revision 5,Technical
CCI-005037,"Manipulate numerical data, contingency tables, and statistical findings so that no individual or organization is identifiable in the results of the analysis.",NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005038,Prevent disclosure of personally identifiable information by adding non-deterministic noise to the results of mathematical operations before the results are reported.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005039,Perform de-identification using validated algorithms and software that is validated to implement the algorithms.,NIST SP 800-53 Revision 5,Policy
CCI-005040,Perform a motivated intruder test on the de-identified dataset to determine if the identified data remains or if the de-identified data can be re-identified.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005041,Embed data or capabilities in the following systems or system components to determine if organizational data has been exfiltrated or improperly removed from the organization.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005042,Defines the systems or system components used to determine if organizational data has been exfiltrated or improperly removed from the organization.,NIST SP 800-53 Revision 5,Policy
CCI-005043,Refresh organization-defined information at organization-defined frequencies or generate the information on demand and delete the information when no longer needed.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005044,Defines the information to be refreshed at organization-defined frequencies or generate the information on demand and delete the information when no longer needed.,NIST SP 800-53 Revision 5,Policy
CCI-005045,Defines the frequencies for refreshing organization-defined information.,NIST SP 800-53 Revision 5,Policy
CCI-005046,Identify the following alternate sources of information for organization-defined essential functions and services.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005047,Defines the alternative information sources for identifying organization-defined essential functions and services.,NIST SP 800-53 Revision 5,Policy
CCI-005048,Use an alternate information source for the execution of essential functions or services on organization-defined systems or system components when the primary source of information is corrupted or unavailable.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005049,Defines the systems or system components used as an alternate information source for the execution of essential functions or services when the primary source of information is corrupted or unavailable.,NIST SP 800-53 Revision 5,Policy
CCI-005050,"Based on organization-defined circumstances, fragment the following information.",NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005051,Defines the information for fragmentation.,NIST SP 800-53 Revision 5,Policy
CCI-005052,Defines the circumstances for fragmenting organization-defined information.,NIST SP 800-53 Revision 5,Policy
CCI-005053,"Based on organization-defined circumstances, distribute the fragmented information across the following systems or system components.",NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005054,Defines the systems or system components used to distribute fragmented information.,NIST SP 800-53 Revision 5,Policy
CCI-005055,Defines the circumstances for distributing fragmented information across organization-defined systems or system components.,NIST SP 800-53 Revision 5,Policy
CCI-005056,"Disseminate an organization-level, mission/business process-level, and/or system-level supply chain risk management policy to organization-defined personnel or roles.",NIST SP 800-53 Revision 5,Policy
CCI-005057,"Develop and document an organization-level, mission/business process-level, and/or system-level supply chain risk management policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance.",NIST SP 800-53 Revision 5,Policy
CCI-005058,"Develop and document organization-level, mission/business process-level, and/or system-level supply chain risk management policy that is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines.",NIST SP 800-53 Revision 5,Policy
CCI-005059,Develop and document procedures to facilitate the implementation of the supply chain risk management policy and the associated supply chain risk management controls.,NIST SP 800-53 Revision 5,Policy
CCI-005060,Designate an organization-defined official to manage the development and documentation of the supply chain risk management policy.,NIST SP 800-53 Revision 5,Policy
CCI-005061,Designate an organization-defined official to manage the development and documentation of the supply chain risk management procedures.,NIST SP 800-53 Revision 5,Policy
CCI-005062,Designate an organization-defined official to manage the dissemination of the supply chain risk management policy.,NIST SP 800-53 Revision 5,Policy
CCI-005063,Designate an organization-defined official to manage the dissemination of the supply chain risk management procedures.,NIST SP 800-53 Revision 5,Policy
CCI-005064,Review and update the current supply chain risk management policy on an organization-defined frequency.,NIST SP 800-53 Revision 5,Policy
CCI-005065,Defines the frequency for reviewing and updating the current supply chain risk management policy.,NIST SP 800-53 Revision 5,Policy
CCI-005066,Review and update the current supply chain risk management policy following organization-defined events.,NIST SP 800-53 Revision 5,Policy
CCI-005067,Defines the events following reviewing and updating the current supply chain risk management policy.,NIST SP 800-53 Revision 5,Policy
CCI-005068,Review and update the current supply chain risk management procedures on an organization-defined frequency.,NIST SP 800-53 Revision 5,Policy
CCI-005069,Defines the frequency for reviewing and updating the current supply chain risk management procedures.,NIST SP 800-53 Revision 5,Policy
CCI-005070,Review and update the current supply chain risk management procedures following organization-defined events.,NIST SP 800-53 Revision 5,Policy
CCI-005071,Defines the events following reviewing and updating the current supply chain risk management procedures.,NIST SP 800-53 Revision 5,Policy
CCI-005072,"Develop a plan for managing supply chain risks associated with the research and development, design, manufacturing, acquisition, delivery, integration, operations and maintenance, and disposal of the following systems, system components, or system services.",NIST SP 800-53 Revision 5,Policy
CCI-005073,"Defines the systems, system components, or system services that a plan for managing supply chain risks are developed.",NIST SP 800-53 Revision 5,Policy
CCI-005074,"Review and update the supply chain risk management plan on an organization-defined frequency, or as required, to address threat, organizational or environmental changes.",NIST SP 800-53 Revision 5,Policy
CCI-005075,Defines the frequency for reviewing and updating the supply chain risk management plan.,NIST SP 800-53 Revision 5,Policy
