CWE ID,CWE Name,Weakness Abstraction,Status,Description,Extended Description,Related Weaknesses,Weakness Ordinalities,Applicable Platforms,Background Details,Alternate Terms,Modes Of Introduction,Common Consequences,Detection Methods,Potential Mitigations,Observed Examples,Functional Areas,Affected Resources,Taxonomy Mappings,Notes,Type
59,Improper Link Resolution Before File Access ('Link Following'),Base,Draft,"The product attempts to access a file based on the filename, but it does not properly prevent that filename from identifying a link or shortcut that resolves to an unintended resource.",,NATURE:ChildOf:CWE ID:706 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:706 VIEW ID:1003 ORDINAL:Primary,: ORDINALITY:Resultant::,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined OPERATING SYSTEM CLASS:Windows OPERATING SYSTEM PREVALENCE:Sometimes OPERATING SYSTEM CLASS:Unix OPERATING SYSTEM PREVALENCE:Often,Soft links are a UNIX term that is synonymous with simple shortcuts on Windows-based platforms.,"TERM - insecure temporary file DESCRIPTION - Some people use the phrase insecure temporary file when referring to a link following weakness, but other weaknesses can produce insecure temporary files without any symlink involvement at all. TERM - Zip Slip",PHASE - Implementation: NOTE - REALIZATION: This weakness is caused during implementation of an architectural security tactic.,SCOPE - Confidentiality SCOPE - Integrity SCOPE - Access Control IMPACT - Read Files or Directories IMPACT - Modify Files or Directories IMPACT - Bypass Protection Mechanism NOTE - An attacker may be able to traverse the file system to unintended location,"METHOD - Automated Static Analysis - Binary or Bytecode DESCRIPTION - According to SOAR, the following detection techniques may be useful  Cost effective for partial coverage  Bytecode Weakness Analysis - including disassembler + source code weakness anal",PHASE - Architecture and Design STRATEGY - Separation of Privilege DESCRIPTION - Follow the principle of least privilege when assigning access rights to entities in a software system. Denying access to a file can prevent an attacker from replacing that fi,"REFERENCE - CVE-1999-1386 DESCRIPTION - Some versions of Perl follow symbolic links when running with the -e option, which allows local users to overwrite arbitrary files via a symlink attack. LINK - https://www.cve.org/CVERecord?id=CVE-1999-1386  REFEREN",File Processing,File or Directory,TAXONOMY NAME - PLOVER:ENTRY NAME:Link Following TAXONOMY NAME - CERT C Secure Coding:ENTRY ID:FIO02-C:ENTRY NAME:Canonicalize path names originating from untrusted sources TAXONOMY NAME - CERT C Secure Coding:ENTRY ID:POS01-C:ENTRY NAME:Check for the exi,"TYPE - Theoretical NOTE - Link following vulnerabilities are Multi-factor Vulnerabilities (MFV). They are the combination of multiple elements: file or directory permissions, filename predictability, race conditions, and in some cases, a design limitation","Software Development,Research Concept"
58,Path Equivalence: Windows 8.3 Filename,Variant,Incomplete,"The product contains a protection mechanism that restricts access to a long filename on a Windows operating system, but it does not properly restrict access to the equivalent short 8.3 filename.","On later Windows operating systems, a file can have a long name and a short name that is compatible with older Windows file systems, with up to 8 characters in the filename and 3 characters for the extension. These 8.3 filenames, therefore, act as an alte",NATURE:ChildOf:CWE ID:41 VIEW ID:1000 ORDINAL:Primary,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined OPERATING SYSTEM CLASS:Windows OPERATING SYSTEM PREVALENCE:Undetermined,,,PHASE - Implementation,SCOPE - Confidentiality SCOPE - Integrity IMPACT - Read Files or Directories IMPACT - Modify Files or Directories,,PHASE - System Configuration DESCRIPTION - Disable Windows from supporting 8.3 filenames by editing the Windows registry. Preventing 8.3 filenames will not remove previously generated 8.3 filenames.,REFERENCE - CVE-1999-0012 DESCRIPTION - Multiple web servers allow restriction bypass using 8.3 names instead of long names LINK - https://www.cve.org/CVERecord?id=CVE-1999-0012  REFERENCE - CVE-2001-0795 DESCRIPTION - Source code disclosure using 8.3 fil,File Processing,,TAXONOMY NAME - PLOVER:ENTRY NAME:Windows 8.3 Filename TAXONOMY NAME - Software Fault Patterns:ENTRY ID:SFP16:ENTRY NAME:Path Traversal::,TYPE - Research Gap NOTE - Probably under-studied.::,Research Concept
22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Base,Stable,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can c","Many file operations are intended to take place within a restricted directory. By using special elements such as .. and / separators, attackers can escape outside of the restricted location to access files or directories that are elsewhere on the system. ",NATURE:ChildOf:CWE ID:706 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:706 VIEW ID:1003 ORDINAL:Primary NATURE:ChildOf:CWE ID:668 VIEW ID:1000,: ORDINALITY:Primary: ORDINALITY:Resultant::,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,"TERM - Directory traversal TERM - Path traversal DESCRIPTION - Path traversal is preferred over directory traversal, but both terms are attack-focused.::",PHASE - Implementation,"SCOPE - Integrity SCOPE - Confidentiality SCOPE - Availability IMPACT - Execute Unauthorized Code or Commands NOTE - The attacker may be able to create or overwrite critical files that are used to execute code, such as programs or libraries.  SCOPE - Inte","METHOD - Automated Static Analysis DESCRIPTION - Automated techniques can find areas where path traversal weaknesses exist. However, tuning or customization may be required to remove or de-prioritize path-traversal problems that are only exploitable by th","PHASE - Implementation STRATEGY - Input Validation DESCRIPTION - Assume all input is malicious. Use an accept known good input validation strategy, i.e., use a list of acceptable inputs that strictly conform to specifications. Reject any input that does n","REFERENCE - CVE-2022-45918 DESCRIPTION - Chain: a learning management tool debugger uses external input to locate previous session logs (CWE-73) and does not properly validate the given path (CWE-20), allowing for filesystem path traversal using ../ seque",File Processing,File or Directory,TAXONOMY NAME - PLOVER:ENTRY NAME:Path Traversal TAXONOMY NAME - OWASP Top Ten 2007:ENTRY ID:A4:ENTRY NAME:Insecure Direct Object Reference:MAPPING FIT:CWE More Specific TAXONOMY NAME - OWASP Top Ten 2004:ENTRY ID:A2:ENTRY NAME:Broken Access Control:MAPPI,"TYPE - Relationship NOTE - Pathname equivalence can be regarded as a  TYPE of canonicalization error.  TYPE - Relationship NOTE - Some pathname equivalence issues are not directly related to directory traversal, rather are used to bypass security-relevant","Software Development,Research Concept"
178,Improper Handling of Case Sensitivity,Base,Incomplete,"The product does not properly account for differences in case sensitivity when accessing or determining the properties of a resource, leading to inconsistent results.","Improperly handled case sensitive data can lead to several possible consequences, including: case-insensitive passwords reducing the size of the key space, making brute force attacks easier bypassing filters or access controls using alternate names multip",NATURE:ChildOf:CWE ID:706 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:706 VIEW ID:1003 ORDINAL:Primary NATURE:CanPrecede:CWE ID:433 VIEW ID:1000 NATURE:CanPrecede:CWE ID:289 VIEW ID:1000,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,PHASE - Implementation,SCOPE - Access Control IMPACT - Bypass Protection Mechanism,,PHASE - Architecture and Design STRATEGY - Input Validation DESCRIPTION - Avoid making decisions based on names of resources (e.g. files) if those resources can have alternate names.  PHASE - Implementation STRATEGY - Input Validation DESCRIPTION - Assume,REFERENCE - CVE-2000-0499 DESCRIPTION - Application server allows attackers to bypass execution of a jsp page and read the source code using an upper case JSP extension in the request. LINK - https://www.cve.org/CVERecord?id=CVE-2000-0499  REFERENCE - CVE,File Processing,File or Directory,"TAXONOMY NAME - PLOVER:ENTRY NAME:Case Sensitivity (lowercase, uppercase, mixed case)::","TYPE - Research Gap NOTE - These are probably under-studied in Windows and Mac environments, where file names are case-insensitive and thus are subject to equivalence manipulations involving case.::","Software Development,Research Concept"
211,Externally-Generated Error Message Containing Sensitive Information,Base,Incomplete,"The product performs an operation that triggers an external diagnostic or error message that is not directly generated or controlled by the product, such as an error generated by the programming language interpreter that a software application uses. The e",,NATURE:ChildOf:CWE ID:209 VIEW ID:1000 ORDINAL:Primary,: ORDINALITY:Resultant::,LANGUAGE NAME:PHP LANGUAGE PREVALENCE:Often LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,"PHASE - Architecture and Design: NOTE - PHP applications are often targeted for having this issue when the PHP interpreter generates the error outside of the application's control. However, other languages/environments exhibit the same issue. PHASE - Impl",SCOPE - Confidentiality IMPACT - Read Application Data,,"PHASE - System Configuration DESCRIPTION - Configure the application's environment in a way that prevents errors from being generated. For example, in PHP, disable display_errors.  PHASE - Implementation Build and Compilation STRATEGY - Compilation or Bui","REFERENCE - CVE-2004-1581 DESCRIPTION - chain: product does not protect against direct request of an include file, leading to resultant path disclosure when the include file does not successfully execute. LINK - https://www.cve.org/CVERecord?id=CVE-2004-1",Error Handling,,TAXONOMY NAME - PLOVER:ENTRY NAME:Product-External Error Message Infoleak::,TYPE - Relationship NOTE - This is inherently a resultant vulnerability from a weakness within the product or an interaction error.::,Research Concept
134,Use of Externally-Controlled Format String,Base,Draft,"The product uses a function that accepts a format string as an argument, but the format string originates from an external source.","When an attacker can modify an externally-controlled format string, this can lead to buffer overflows, denial of service, or data representation problems. It should be noted that in some circumstances, such as internationalization, the set of format strin",NATURE:ChildOf:CWE ID:668 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:668 VIEW ID:1003 ORDINAL:Primary NATURE:CanPrecede:CWE ID:123 VIEW ID:1000 NATURE:ChildOf:CWE ID:20 VIEW ID:700 ORDINAL:Primary,: ORDINALITY:Primary::,LANGUAGE NAME:C LANGUAGE PREVALENCE:Often LANGUAGE NAME:C++ LANGUAGE PREVALENCE:Often LANGUAGE NAME:Perl LANGUAGE PREVALENCE:Rarely,,,"PHASE - Implementation: NOTE - The programmer rarely intends for a format string to be externally-controlled at all. This weakness is frequently introduced in code that constructs log messages, where a constant format string is omitted. PHASE - Implementa",SCOPE - Confidentiality IMPACT - Read Memory NOTE - Format string problems allow for information disclosure which can severely simplify exploitation of the program.  SCOPE - Integrity SCOPE - Confidentiality SCOPE - Availability IMPACT - Modify Memory IMP,METHOD - Automated Static Analysis DESCRIPTION - This weakness can often be detected using automated static analysis tools. Many modern tools use data flow analysis or constraint-based techniques to minimize the number of false positives.  METHOD - Black ,"PHASE - Requirements DESCRIPTION - Choose a language that is not subject to this flaw.  PHASE - Implementation DESCRIPTION - Ensure that all format string functions are passed a static string which cannot be controlled by the user, and that the proper num",REFERENCE - CVE-2002-1825 DESCRIPTION - format string in Perl program LINK - https://www.cve.org/CVERecord?id=CVE-2002-1825  REFERENCE - CVE-2001-0717 DESCRIPTION - format string in bad call to syslog function LINK - https://www.cve.org/CVERecord?id=CVE-2,"Logging,Error Handling,String Processing",Memory,TAXONOMY NAME - PLOVER:ENTRY NAME:Format string vulnerability TAXONOMY NAME - 7 Pernicious Kingdoms:ENTRY NAME:Format String TAXONOMY NAME - CLASP:ENTRY NAME:Format string problem TAXONOMY NAME - CERT C Secure Coding:ENTRY ID:FIO30-C:ENTRY NAME:Exclude us,"TYPE - Applicable Platform NOTE - This weakness is possible in any programming language that support format strings.  TYPE - Other NOTE - While Format String vulnerabilities typically fall under the Buffer Overflow category, technically they are not overf","Software Development,Research Concept"
226,Sensitive Information in Resource Not Removed Before Reuse,Base,Draft,"The product releases a resource such as memory or a file so that it can be made available for reuse, but it does not clear or zeroize the information contained in the resource before the product performs a critical state transition or makes the resource a","When resources are released, they can be made available for reuse. For example, after memory is de-allocated, an operating system may make the memory available to another process, or disk space may be reallocated when a file is deleted. As removing inform",NATURE:ChildOf:CWE ID:459 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:212 VIEW ID:1000 NATURE:CanPrecede:CWE ID:201 VIEW ID:1000,: ORDINALITY:Primary::,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined TECHNOLOGY CLASS:Not Technology-Specific TECHNOLOGY PREVALENCE:Undetermined,,,PHASE - Implementation,SCOPE - Confidentiality IMPACT - Read Application Data,"METHOD - Manual Analysis DESCRIPTION - Write a known pattern into each sensitive location. Trigger the release of the resource or cause the desired state transition to occur. Read data back from the sensitive locations. If the reads are successful, and th","PHASE - Architecture and Design Implementation DESCRIPTION - During critical state transitions, information not needed in the next state should be removed or overwritten with fixed patterns (such as all 0's) or random data, before the transition to the ne","REFERENCE - CVE-2019-3733 DESCRIPTION - Cryptography library does not clear heap memory before release LINK - https://www.cve.org/CVERecord?id=CVE-2019-3733  REFERENCE - CVE-2003-0001 DESCRIPTION - Ethernet NIC drivers do not pad frames with null bytes, l","Memory Management,Networking",Memory,TAXONOMY NAME - PLOVER:ENTRY NAME:Sensitive Information Uncleared Before Use TAXONOMY NAME - CERT C Secure Coding:ENTRY ID:MEM03-C:ENTRY NAME:Clear sensitive information stored in reusable resources returned for reuse TAXONOMY NAME - Software Fault Patter,"TYPE - Relationship NOTE - There is a close association between CWE-226 and CWE-212. The difference is partially that of perspective. CWE-226 is geared towards the final stage of the resource lifecycle, in which the resource is deleted, eliminated, expire","Hardware Development,Research Concept"
120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),Base,Incomplete,"The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow.","A buffer overflow condition exists when a product attempts to put more data in a buffer than it can hold, or when it attempts to put data in a memory area outside of the boundaries of a buffer. The simplest type of error, and the most common cause of buff",NATURE:ChildOf:CWE ID:119 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:119 VIEW ID:1003 ORDINAL:Primary NATURE:ChildOf:CWE ID:119 VIEW ID:1305 ORDINAL:Primary NATURE:ChildOf:CWE ID:119 VIEW ID:1340 ORDINAL:Primary NATURE:CanPrecede:CWE ID:123 VIEW I,: ORDINALITY:Resultant: ORDINALITY:Primary::,LANGUAGE NAME:C LANGUAGE PREVALENCE:Undetermined LANGUAGE NAME:C++ LANGUAGE PREVALENCE:Undetermined LANGUAGE CLASS:Assembly LANGUAGE PREVALENCE:Undetermined,,TERM - Classic Buffer Overflow DESCRIPTION - This term was frequently used by vulnerability researchers during approximately 1995 to 2005 to differentiate buffer copies without length checks (which had been known about for decades) from other emerging wea,PHASE - Implementation,"SCOPE - Integrity SCOPE - Confidentiality SCOPE - Availability IMPACT - Modify Memory IMPACT - Execute Unauthorized Code or Commands NOTE - Buffer overflows often can be used to execute arbitrary code, which is usually outside the  SCOPE of the product's ",METHOD - Automated Static Analysis DESCRIPTION - This weakness can often be detected using automated static analysis tools. Many modern tools use data flow analysis or constraint-based techniques to minimize the number of false positives. Automated static,"PHASE - Requirements STRATEGY - Language Selection DESCRIPTION - Use a language that does not allow this weakness to occur or provides constructs that make this weakness easier to avoid. For example, many languages that perform their own memory management",REFERENCE - CVE-2000-1094 DESCRIPTION - buffer overflow using command with long argument LINK - https://www.cve.org/CVERecord?id=CVE-2000-1094  REFERENCE - CVE-1999-0046 DESCRIPTION - buffer overflow in local program using long environment variable LINK -,Memory Management,Memory,TAXONOMY NAME - PLOVER:ENTRY NAME:Unbounded Transfer ('classic overflow') TAXONOMY NAME - 7 Pernicious Kingdoms:ENTRY NAME:Buffer Overflow TAXONOMY NAME - CLASP:ENTRY NAME:Buffer overflow TAXONOMY NAME - OWASP Top Ten 2004:ENTRY ID:A1:ENTRY NAME:Unvalidat,"TYPE - Relationship NOTE - At the code level, stack-based and heap-based overflows do not differ significantly, so there usually is not a need to distinguish them. From the attacker perspective, they can be quite different, since different techniques are ","Software Development,Research Concept"
401,Missing Release of Memory after Effective Lifetime,Variant,Draft,"The product does not sufficiently track and release allocated memory after it has been used, which slowly consumes remaining memory.","This is often triggered by improper handling of malformed data or unexpectedly interrupted sessions. In some languages, developers are responsible for tracking memory allocation and releasing the memory. If there are no more pointers or references to the ",NATURE:ChildOf:CWE ID:772 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:404 VIEW ID:1003 ORDINAL:Primary NATURE:ChildOf:CWE ID:404 VIEW ID:1305 ORDINAL:Primary,: ORDINALITY:Resultant::,LANGUAGE NAME:C LANGUAGE PREVALENCE:Undetermined LANGUAGE NAME:C++ LANGUAGE PREVALENCE:Undetermined,,TERM - Memory Leak::,PHASE - Implementation: NOTE - Memory leaks have two common and sometimes overlapping causes: Error conditions and other exceptional circumstances Confusion over which part of the program is responsible for freeing the memory,"SCOPE - Availability IMPACT - DoS -  Crash, Exit, or Restart IMPACT - DoS -  Instability IMPACT - DoS -  Resource Consumption (CPU) IMPACT - DoS -  Resource Consumption (Memory) NOTE - Most memory leaks result in general product reliability problems, but ","METHOD - Fuzzing DESCRIPTION - Fuzz testing (fuzzing) is a powerful technique for generating large numbers of diverse inputs - either randomly or algorithmically - and dynamically invoking the code with those inputs. Even with random inputs, it is often c","PHASE - Implementation STRATEGY - Libraries or Frameworks DESCRIPTION - Choose a language or tool that provides automatic memory management, or makes manual memory management less error-prone. For example, glibc in Linux provides protection against free o",REFERENCE - CVE-2005-3119 DESCRIPTION - Memory leak because function does not free() an element of a data structure. LINK - https://www.cve.org/CVERecord?id=CVE-2005-3119  REFERENCE - CVE-2004-0427 DESCRIPTION - Memory leak when counter variable is not de,Memory Management,Memory,TAXONOMY NAME - PLOVER:ENTRY NAME:Memory leak TAXONOMY NAME - 7 Pernicious Kingdoms:ENTRY NAME:Memory Leak TAXONOMY NAME - CLASP:ENTRY NAME:Failure to deallocate data TAXONOMY NAME - OWASP Top Ten 2004:ENTRY ID:A9:ENTRY NAME:Denial of Service:MAPPING FIT:,"TYPE - Relationship NOTE - This is often a resultant weakness due to improper handling of malformed data or early termination of sessions.  TYPE - Terminology NOTE - memory leak has sometimes been used to describe other kinds of issues, e.g. for informati",Research Concept
190,Integer Overflow or Wraparound,Base,Stable,"The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for reso","An integer overflow or wraparound occurs when an integer value is incremented to a value that is too large to store in the associated representation. When this occurs, the value may wrap to become a very small or negative number. While this may be intende",NATURE:ChildOf:CWE ID:682 VIEW ID:1000 ORDINAL:Primary NATURE:ChildOf:CWE ID:682 VIEW ID:1003 ORDINAL:Primary NATURE:ChildOf:CWE ID:20 VIEW ID:700 ORDINAL:Primary NATURE:CanPrecede:CWE ID:119 VIEW ID:1000:CHAIN ID:680,,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined,,,PHASE - Implementation,"SCOPE - Availability IMPACT - DoS -  Crash, Exit, or Restart IMPACT - DoS -  Resource Consumption (CPU) IMPACT - DoS -  Resource Consumption (Memory) IMPACT - DoS -  Instability NOTE - This weakness will generally lead to undefined behavior and therefore ",METHOD - Automated Static Analysis DESCRIPTION - This weakness can often be detected using automated static analysis tools. Many modern tools use data flow analysis or constraint-based techniques to minimize the number of false positives. EFFECTIVENESS - ,"PHASE - Requirements DESCRIPTION - Ensure that all protocols are strictly defined, such that all out-of-bounds behavior can be identified simply, and require strict conformance to the protocol.  PHASE - Requirements STRATEGY - Language Selection DESCRIPTI","REFERENCE - CVE-2021-43537 DESCRIPTION - Chain: in a web browser, an unsigned 64-bit integer is forcibly cast to a 32-bit integer (CWE-681) and potentially leading to an integer overflow (CWE-190). If an integer overflow occurs, this can cause heap memory","Number Processing,Memory Management,Counters",,TAXONOMY NAME - PLOVER:ENTRY NAME:Integer overflow (wrap or wraparound) TAXONOMY NAME - 7 Pernicious Kingdoms:ENTRY NAME:Integer Overflow TAXONOMY NAME - CLASP:ENTRY NAME:Integer overflow TAXONOMY NAME - CERT C Secure Coding:ENTRY ID:INT18-C:ENTRY NAME:Ev,"TYPE - Relationship NOTE - Integer overflows can be primary to buffer overflows.  TYPE - Terminology NOTE - Integer overflow is sometimes used to cover several  TYPEs of errors, including signedness errors, or buffer overflows that involve manipulation of","Software Development,Research Concept"
1247,Improper Protection Against Voltage and Clock Glitches,Base,Stable,The device does not contain or contains incorrectly implemented circuitry or sensors to detect and mitigate voltage and clock glitches and protect sensitive information or software contained on the device.,"A device might support features such as secure boot which are supplemented with hardware and firmware support. This involves establishing a chain of trust, starting with an immutable root of trust by checking the signature of the next stage (culminating w",NATURE:ChildOf:CWE ID:1384 VIEW ID:1000 ORDINAL:Primary,: ORDINALITY:Primary::,LANGUAGE CLASS:Not Language-Specific LANGUAGE PREVALENCE:Undetermined OPERATING SYSTEM CLASS:Not OS-Specific OPERATING SYSTEM PREVALENCE:Undetermined ARCHITECTURE CLASS:Not Architecture-Specific:ARCHITECTURE PREVALENCE:Undetermined TECHNOLOGY CLASS:ICS/OT,,,PHASE - Operation,SCOPE - Confidentiality SCOPE - Integrity SCOPE - Availability SCOPE - Access Control IMPACT - Gain Privileges or Assume Identity IMPACT - Bypass Protection Mechanism IMPACT - Read Memory IMPACT - Modify Memory IMPACT - Execute Unauthorized Code or Comman,"METHOD - Manual Analysis DESCRIPTION - Put the processor in an infinite loop, which is then followed by instructions that should not ever be executed, since the loop is not expected to exit. After the loop, toggle an I/O bit (for oscilloscope monitoring p","PHASE - Architecture and Design Implementation DESCRIPTION - At the circuit-level, using Tunable Replica Circuits (TRCs) or special flip-flops such as Razor flip-flops helps mitigate glitch attacks. Working at the SoC or platform base, level sensors may b",REFERENCE - CVE-2019-17391 DESCRIPTION - Lack of anti-glitch protections allows an attacker to launch a physical attack to bypass the secure boot and read protected eFuses. LINK - https://www.cve.org/CVERecord?id=CVE-2019-17391  REFERENCE - CVE-2021-33478,"Power,Clock",,,,"Hardware Development,Research Concept"
